date,datetime,cash_type,card,money,coffee_name
2024-07-14,2024-07-14 10:57:54.062,card,ANON-0000-0000-0374,32.82,Latte
2024-07-14,2024-07-14 11:02:11.798,card,ANON-0000-0000-0375,23.02,Americano
2024-07-14,2024-07-14 22:31:29.976,card,ANON-0000-0000-0376,32.82,Latte
2024-07-15,2024-07-15 07:33:05.557,card,ANON-0000-0000-0377,32.82,Cappuccino
2024-07-16,2024-07-16 12:23:37.467,card,ANON-0000-0000-0378,27.92,Americano with Milk
2024-07-16,2024-07-16 19:29:25.485,card,ANON-0000-0000-0367,32.82,Hot Chocolate
2024-07-17,2024-07-17 13:04:59.744,card,ANON-0000-0000-0379,27.92,Americano with Milk
2024-07-18,2024-07-18 11:10:13.393,card,ANON-0000-0000-0380,27.92,Americano with Milk
2024-07-18,2024-07-18 11:11:23.434,card,ANON-0000-0000-0381,18.12,Espresso
2024-07-18,2024-07-18 11:32:59.624,card,ANON-0000-0000-0059,23.02,Americano
2024-07-18,2024-07-18 11:34:48.437,card,ANON-0000-0000-0059,23.02,Americano
2024-07-18,2024-07-18 11:35:51.505,card,ANON-0000-0000-0059,23.02,Cortado
2024-07-18,2024-07-18 13:23:33.812,card,ANON-0000-0000-0375,32.82,Latte
2024-07-18,2024-07-18 18:18:23.378,card,ANON-0000-0000-0382,32.82,Cappuccino
2024-07-18,2024-07-18 19:30:50.562,card,ANON-0000-0000-0009,32.82,Latte
2024-07-18,2024-07-18 21:19:41.814,card,ANON-0000-0000-0383,32.82,Hot Chocolate
2024-07-18,2024-07-18 21:21:59.855,card,ANON-0000-0000-0383,32.82,Latte
2024-07-18,2024-07-18 21:46:18.674,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,2024-07-19 11:03:02.341,card,ANON-0000-0000-0375,23.02,Americano
2024-07-19,2024-07-19 11:16:20.509,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-19,2024-07-19 12:58:37.561,card,ANON-0000-0000-0386,32.82,Latte
2024-07-19,2024-07-19 12:59:55.383,card,ANON-0000-0000-0386,27.92,Americano with Milk
2024-07-19,2024-07-19 14:09:20.716,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,2024-07-19 14:11:22.105,card,ANON-0000-0000-0384,32.82,Cocoa
2024-07-19,2024-07-19 16:36:19.272,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,2024-07-19 16:37:35.808,card,ANON-0000-0000-0384,32.82,Latte
2024-07-20,2024-07-20 08:05:44.469,card,ANON-0000-0000-0387,23.02,Americano
2024-07-20,2024-07-20 08:06:48.685,card,ANON-0000-0000-0387,32.82,Latte
2024-07-20,2024-07-20 08:07:51.433,card,ANON-0000-0000-0387,23.02,Americano
2024-07-20,2024-07-20 09:00:53.605,card,ANON-0000-0000-0388,32.82,Latte
2024-07-20,2024-07-20 09:02:27.848,card,ANON-0000-0000-0389,32.82,Latte
2024-07-20,2024-07-20 10:39:21.044,card,ANON-0000-0000-0390,23.02,Americano
2024-07-20,2024-07-20 15:15:09.221,card,ANON-0000-0000-0391,32.82,Latte
2024-07-21,2024-07-21 10:30:55.818,card,ANON-0000-0000-0367,32.82,Cocoa
2024-07-21,2024-07-21 11:39:28.776,card,ANON-0000-0000-0392,32.82,Cappuccino
2024-07-21,2024-07-21 13:34:30.849,card,ANON-0000-0000-0393,23.02,Cortado
2024-07-21,2024-07-21 13:42:31.444,card,ANON-0000-0000-0394,32.82,Latte
2024-07-22,2024-07-22 08:13:23.147,card,ANON-0000-0000-0375,23.02,Americano
2024-07-22,2024-07-22 08:40:49.554,card,ANON-0000-0000-0395,23.02,Americano
2024-07-22,2024-07-22 10:15:37.266,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-22,2024-07-22 16:44:37.593,card,ANON-0000-0000-0396,32.82,Latte
2024-07-23,2024-07-23 08:12:56.229,card,ANON-0000-0000-0197,32.82,Latte
2024-07-23,2024-07-23 08:40:18.981,card,ANON-0000-0000-0395,23.02,Americano
2024-07-23,2024-07-23 08:44:53.816,card,ANON-0000-0000-0397,27.92,Americano with Milk
2024-07-23,2024-07-23 08:49:25.107,card,ANON-0000-0000-0398,32.82,Cocoa
2024-07-23,2024-07-23 08:51:10.365,card,ANON-0000-0000-0399,32.82,Latte
2024-07-23,2024-07-23 09:01:45.707,card,ANON-0000-0000-0375,23.02,Americano
2024-07-23,2024-07-23 10:03:36.492,card,ANON-0000-0000-0400,27.92,Americano with Milk
2024-07-23,2024-07-23 15:20:04.971,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-07-23,2024-07-23 15:21:01.280,card,ANON-0000-0000-0401,32.82,Latte
2024-07-23,2024-07-23 21:01:40.612,card,ANON-0000-0000-0009,32.82,Latte
2024-07-23,2024-07-23 21:23:13.501,card,ANON-0000-0000-0012,23.02,Americano
2024-07-23,2024-07-23 21:24:22.609,card,ANON-0000-0000-0012,23.02,Americano
2024-07-24,2024-07-24 09:16:09.814,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-24,2024-07-24 09:38:55.007,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-24,2024-07-24 09:54:37.456,card,ANON-0000-0000-0402,18.12,Espresso
2024-07-24,2024-07-24 11:43:53.121,card,ANON-0000-0000-0379,32.82,Cappuccino
2024-07-24,2024-07-24 13:55:13.821,card,ANON-0000-0000-0399,32.82,Latte
2024-07-24,2024-07-24 14:45:49.766,card,ANON-0000-0000-0012,18.12,Espresso
2024-07-24,2024-07-24 15:18:30.522,card,ANON-0000-0000-0009,32.82,Latte
2024-07-24,2024-07-24 19:15:05.678,card,ANON-0000-0000-0205,32.82,Cappuccino
2024-07-24,2024-07-24 19:16:59.779,card,ANON-0000-0000-0205,32.82,Cappuccino
2024-07-24,2024-07-24 21:17:36.797,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-07-24,2024-07-24 21:18:41.294,card,ANON-0000-0000-0040,23.02,Americano
2024-07-24,2024-07-24 21:25:17.493,card,ANON-0000-0000-0012,23.02,Americano
2024-07-25,2024-07-25 07:54:47.935,card,ANON-0000-0000-0012,23.02,Americano
2024-07-25,2024-07-25 08:49:18.428,card,ANON-0000-0000-0399,32.82,Latte
2024-07-25,2024-07-25 10:29:44.629,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-25,2024-07-25 11:26:04.701,card,ANON-0000-0000-0375,23.02,Americano
2024-07-25,2024-07-25 15:25:06.512,card,ANON-0000-0000-0403,32.82,Cappuccino
2024-07-25,2024-07-25 19:21:00.764,card,ANON-0000-0000-0257,32.82,Cappuccino
2024-07-25,2024-07-25 21:06:01.272,card,ANON-0000-0000-0404,23.02,Cortado
2024-07-25,2024-07-25 21:06:50.002,card,ANON-0000-0000-0404,18.12,Espresso
2024-07-25,2024-07-25 22:38:51.330,card,ANON-0000-0000-0328,23.02,Cortado
2024-07-25,2024-07-25 22:39:46.790,card,ANON-0000-0000-0405,32.82,Cocoa
2024-07-26,2024-07-26 08:33:01.273,card,ANON-0000-0000-0406,32.82,Latte
2024-07-26,2024-07-26 09:19:37.376,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-26,2024-07-26 09:20:34.344,card,ANON-0000-0000-0059,18.12,Espresso
2024-07-26,2024-07-26 09:33:11.511,card,ANON-0000-0000-0407,23.02,Cortado
2024-07-26,2024-07-26 09:34:16.633,card,ANON-0000-0000-0407,23.02,Cortado
2024-07-26,2024-07-26 09:59:07.867,card,ANON-0000-0000-0408,32.82,Latte
2024-07-26,2024-07-26 10:00:02.719,card,ANON-0000-0000-0408,32.82,Latte
2024-07-26,2024-07-26 11:47:13.855,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-26,2024-07-26 12:07:01.670,card,ANON-0000-0000-0379,27.92,Americano with Milk
2024-07-26,2024-07-26 12:28:08.044,card,ANON-0000-0000-0339,32.82,Cappuccino
2024-07-26,2024-07-26 12:29:17.708,card,ANON-0000-0000-0339,32.82,Cappuccino
2024-07-26,2024-07-26 13:09:56.138,card,ANON-0000-0000-0409,32.82,Latte
2024-07-26,2024-07-26 17:23:29.347,card,ANON-0000-0000-0410,23.02,Americano
2024-07-26,2024-07-26 17:58:29.217,card,ANON-0000-0000-0411,32.82,Cappuccino
2024-07-26,2024-07-26 21:15:09.612,card,ANON-0000-0000-0009,32.82,Latte
2024-07-26,2024-07-26 22:49:52.318,card,ANON-0000-0000-0412,27.92,Americano with Milk
2024-07-27,2024-07-27 09:09:16.457,card,ANON-0000-0000-0097,32.82,Cappuccino
2024-07-27,2024-07-27 11:55:31.381,card,ANON-0000-0000-0413,27.92,Americano with Milk
2024-07-27,2024-07-27 12:25:10.115,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024-07-27,2024-07-27 12:26:13.159,card,ANON-0000-0000-0040,18.12,Espresso
2024-07-27,2024-07-27 12:33:23.070,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024-07-27,2024-07-27 14:28:41.904,card,ANON-0000-0000-0225,18.12,Espresso
2024-07-27,2024-07-27 14:51:53.196,card,ANON-0000-0000-0077,32.82,Latte
2024-07-27,2024-07-27 17:02:33.358,card,ANON-0000-0000-0414,32.82,Cappuccino
2024-07-27,2024-07-27 17:03:39.112,card,ANON-0000-0000-0415,32.82,Cappuccino
2024-07-27,2024-07-27 17:09:00.424,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024-07-27,2024-07-27 17:10:08.074,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024-07-27,2024-07-27 20:55:20.175,card,ANON-0000-0000-0009,32.82,Latte
2024-07-27,2024-07-27 22:56:23.915,card,ANON-0000-0000-0417,32.82,Cappuccino
2024-07-28,2024-07-28 11:07:25.920,card,ANON-0000-0000-0012,18.12,Espresso
2024-07-28,2024-07-28 14:17:54.205,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-28,2024-07-28 14:18:52.196,card,ANON-0000-0000-0276,32.82,Latte
2024-07-29,2024-07-29 08:12:06.406,card,ANON-0000-0000-0418,32.82,Latte
2024-07-29,2024-07-29 09:04:47.972,card,ANON-0000-0000-0012,23.02,Americano
2024-07-29,2024-07-29 09:15:46.155,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-29,2024-07-29 09:19:44.082,card,ANON-0000-0000-0003,23.02,Americano
2024-07-29,2024-07-29 09:51:24.747,card,ANON-0000-0000-0419,27.92,Americano with Milk
2024-07-29,2024-07-29 09:58:29.639,card,ANON-0000-0000-0420,32.82,Cappuccino
2024-07-29,2024-07-29 10:43:43.961,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024-07-29,2024-07-29 10:44:55.846,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024-07-29,2024-07-29 19:06:31.131,card,ANON-0000-0000-0422,32.82,Cappuccino
2024-07-29,2024-07-29 19:30:16.319,card,ANON-0000-0000-0099,23.02,Americano
2024-07-29,2024-07-29 21:57:34.419,card,ANON-0000-0000-0328,32.82,Cocoa
2024-07-30,2024-07-30 07:41:10.945,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-07-30,2024-07-30 08:05:07.216,card,ANON-0000-0000-0424,23.02,Cortado
2024-07-30,2024-07-30 08:20:51.115,card,ANON-0000-0000-0425,32.82,Cappuccino
2024-07-30,2024-07-30 09:13:43.217,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,2024-07-30 10:17:11.147,card,ANON-0000-0000-0141,23.02,Cortado
2024-07-30,2024-07-30 10:19:34.213,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-30,2024-07-30 10:23:20.120,card,ANON-0000-0000-0250,32.82,Latte
2024-07-30,2024-07-30 11:12:07.359,card,ANON-0000-0000-0426,23.02,Americano
2024-07-30,2024-07-30 11:13:16.218,card,ANON-0000-0000-0426,18.12,Espresso
2024-07-30,2024-07-30 11:14:41.678,card,ANON-0000-0000-0427,27.92,Americano with Milk
2024-07-30,2024-07-30 11:16:01.630,card,ANON-0000-0000-0428,27.92,Americano with Milk
2024-07-30,2024-07-30 11:30:34.737,card,ANON-0000-0000-0429,27.92,Americano with Milk
2024-07-30,2024-07-30 11:31:40.809,card,ANON-0000-0000-0430,27.92,Americano with Milk
2024-07-30,2024-07-30 12:08:07.508,card,ANON-0000-0000-0431,32.82,Latte
2024-07-30,2024-07-30 15:16:09.628,card,ANON-0000-0000-0432,27.92,Americano with Milk
2024-07-30,2024-07-30 16:08:52.876,card,ANON-0000-0000-0433,23.02,Cortado
2024-07-30,2024-07-30 16:09:43.627,card,ANON-0000-0000-0433,27.92,Americano with Milk
2024-07-30,2024-07-30 20:24:19.874,card,ANON-0000-0000-0434,18.12,Espresso
2024-07-30,2024-07-30 20:53:51.866,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,2024-07-30 20:54:46.316,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,2024-07-30 20:57:02.324,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024-07-30,2024-07-30 21:33:19.198,card,ANON-0000-0000-0435,32.82,Latte
2024-07-30,2024-07-30 22:15:21.484,card,ANON-0000-0000-0436,23.02,Americano
2024-07-30,2024-07-30 22:16:19.260,card,ANON-0000-0000-0436,32.82,Cappuccino
2024-07-31,2024-07-31 07:59:52.098,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-07-31,2024-07-31 08:37:41.943,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024-07-31,2024-07-31 08:38:38.236,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024-07-31,2024-07-31 09:54:45.315,card,ANON-0000-0000-0388,23.02,Americano
2024-07-31,2024-07-31 09:55:45.142,card,ANON-0000-0000-0388,23.02,Americano
2024-07-31,2024-07-31 09:58:15.863,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-31,2024-07-31 13:11:42.609,card,ANON-0000-0000-0384,32.82,Cocoa
2024-07-31,2024-07-31 13:14:00.286,card,ANON-0000-0000-0384,32.82,Latte
2024-07-31,2024-07-31 13:24:49.437,card,ANON-0000-0000-0438,27.92,Americano with Milk
2024-07-31,2024-07-31 17:48:06.787,card,ANON-0000-0000-0439,23.02,Cortado
2024-07-31,2024-07-31 18:04:14.972,card,ANON-0000-0000-0440,32.82,Latte
2024-07-31,2024-07-31 19:22:38.883,card,ANON-0000-0000-0441,23.02,Cortado
2024-07-31,2024-07-31 19:28:45.141,card,ANON-0000-0000-0009,32.82,Latte
2024-07-31,2024-07-31 20:46:42.418,card,ANON-0000-0000-0442,32.82,Cocoa
2024-07-31,2024-07-31 20:50:07.411,card,ANON-0000-0000-0443,23.02,Cortado
2024-07-31,2024-07-31 20:51:10.383,card,ANON-0000-0000-0443,32.82,Latte
2024-07-31,2024-07-31 20:52:14.802,card,ANON-0000-0000-0153,32.82,Cappuccino
2024-07-31,2024-07-31 20:53:35.077,card,ANON-0000-0000-0443,23.02,Cortado
2024-07-31,2024-07-31 20:59:25.013,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-07-31,2024-07-31 21:26:26.000,card,ANON-0000-0000-0444,32.82,Latte
2024-07-31,2024-07-31 21:54:11.824,card,ANON-0000-0000-0445,32.82,Latte
2024-07-31,2024-07-31 21:55:16.570,card,ANON-0000-0000-0446,32.82,Latte
2024-08-01,2024-08-01 07:31:00.085,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-08-01,2024-08-01 09:25:20.060,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-08-01,2024-08-01 11:04:14.067,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-01,2024-08-01 11:22:46.369,card,ANON-0000-0000-0447,27.92,Americano with Milk
2024-08-01,2024-08-01 13:22:46.601,card,ANON-0000-0000-0448,23.02,Cortado
2024-08-01,2024-08-01 13:23:37.314,card,ANON-0000-0000-0448,32.82,Cappuccino
2024-08-01,2024-08-01 13:49:07.265,card,ANON-0000-0000-0449,32.82,Cappuccino
2024-08-01,2024-08-01 15:43:43.820,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-08-01,2024-08-01 16:24:00.663,card,ANON-0000-0000-0450,27.92,Americano with Milk
2024-08-01,2024-08-01 16:26:07.331,card,ANON-0000-0000-0450,23.02,Americano
2024-08-01,2024-08-01 17:23:35.238,card,ANON-0000-0000-0451,23.02,Americano
2024-08-01,2024-08-01 20:41:28.118,card,ANON-0000-0000-0452,32.82,Cappuccino
2024-08-02,2024-08-02 09:01:54.165,card,ANON-0000-0000-0453,27.92,Americano with Milk
2024-08-02,2024-08-02 09:35:02.899,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-02,2024-08-02 11:09:19.465,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-02,2024-08-02 18:08:35.282,card,ANON-0000-0000-0454,27.92,Americano with Milk
2024-08-02,2024-08-02 21:23:04.359,card,ANON-0000-0000-0009,32.82,Latte
2024-08-03,2024-08-03 08:53:46.651,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-03,2024-08-03 09:37:19.213,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-08-03,2024-08-03 09:38:41.010,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-08-03,2024-08-03 10:12:25.650,card,ANON-0000-0000-0304,27.92,Americano with Milk
2024-08-03,2024-08-03 11:20:26.571,card,ANON-0000-0000-0455,23.02,Cortado
2024-08-03,2024-08-03 11:21:22.000,card,ANON-0000-0000-0455,23.02,Cortado
2024-08-03,2024-08-03 11:56:36.628,card,ANON-0000-0000-0040,18.12,Espresso
2024-08-03,2024-08-03 11:57:31.273,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-03,2024-08-03 12:03:35.777,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-03,2024-08-03 16:53:59.927,card,ANON-0000-0000-0322,27.92,Americano with Milk
2024-08-03,2024-08-03 18:38:42.026,card,ANON-0000-0000-0456,32.82,Cappuccino
2024-08-03,2024-08-03 21:30:48.958,card,ANON-0000-0000-0457,32.82,Latte
2024-08-03,2024-08-03 21:33:06.265,card,ANON-0000-0000-0457,32.82,Latte
2024-08-04,2024-08-04 08:18:37.314,card,ANON-0000-0000-0458,32.82,Cappuccino
2024-08-04,2024-08-04 10:37:51.103,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-04,2024-08-04 11:50:54.603,card,ANON-0000-0000-0258,32.82,Cappuccino
2024-08-04,2024-08-04 11:52:33.017,card,ANON-0000-0000-0258,27.92,Americano with Milk
2024-08-04,2024-08-04 15:33:52.137,card,ANON-0000-0000-0268,32.82,Cappuccino
2024-08-04,2024-08-04 15:35:05.906,card,ANON-0000-0000-0268,32.82,Cappuccino
2024-08-05,2024-08-05 08:50:05.753,card,ANON-0000-0000-0459,23.02,Cortado
2024-08-05,2024-08-05 09:19:19.176,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-05,2024-08-05 11:20:47.444,card,ANON-0000-0000-0375,23.02,Cortado
2024-08-05,2024-08-05 13:45:22.454,card,ANON-0000-0000-0460,32.82,Cappuccino
2024-08-05,2024-08-05 16:05:57.738,card,ANON-0000-0000-0461,32.82,Latte
2024-08-05,2024-08-05 16:07:18.837,card,ANON-0000-0000-0461,32.82,Latte
2024-08-05,2024-08-05 17:44:24.506,card,ANON-0000-0000-0462,32.82,Latte
2024-08-05,2024-08-05 17:45:32.117,card,ANON-0000-0000-0462,27.92,Americano with Milk
2024-08-05,2024-08-05 19:20:02.677,card,ANON-0000-0000-0019,32.82,Latte
2024-08-05,2024-08-05 19:34:51.484,card,ANON-0000-0000-0009,32.82,Latte
2024-08-05,2024-08-05 20:49:30.945,card,ANON-0000-0000-0463,32.82,Cocoa
2024-08-05,2024-08-05 20:50:21.919,card,ANON-0000-0000-0463,32.82,Cocoa
2024-08-05,2024-08-05 22:43:48.193,card,ANON-0000-0000-0464,27.92,Americano with Milk
2024-08-06,2024-08-06 10:21:03.320,card,ANON-0000-0000-0375,23.02,Cortado
2024-08-06,2024-08-06 10:32:32.335,card,ANON-0000-0000-0465,32.82,Hot Chocolate
2024-08-06,2024-08-06 17:40:49.201,card,ANON-0000-0000-0466,32.82,Cappuccino
2024-08-06,2024-08-06 17:42:52.700,card,ANON-0000-0000-0466,32.82,Latte
2024-08-06,2024-08-06 17:44:05.067,card,ANON-0000-0000-0466,32.82,Cocoa
2024-08-06,2024-08-06 19:04:04.544,card,ANON-0000-0000-0019,32.82,Latte
2024-08-06,2024-08-06 19:05:23.110,card,ANON-0000-0000-0467,27.92,Americano with Milk
2024-08-06,2024-08-06 20:04:27.133,card,ANON-0000-0000-0468,32.82,Latte
2024-08-07,2024-08-07 08:55:48.455,card,ANON-0000-0000-0453,27.92,Americano with Milk
2024-08-07,2024-08-07 12:12:26.800,card,ANON-0000-0000-0003,23.02,Americano
2024-08-07,2024-08-07 12:13:40.664,card,ANON-0000-0000-0003,23.02,Americano
2024-08-07,2024-08-07 13:11:16.155,card,ANON-0000-0000-0469,18.12,Espresso
2024-08-07,2024-08-07 16:19:01.657,card,ANON-0000-0000-0470,23.02,Americano
2024-08-07,2024-08-07 19:36:22.739,card,ANON-0000-0000-0009,32.82,Latte
2024-08-07,2024-08-07 20:40:09.281,card,ANON-0000-0000-0442,32.82,Cocoa
2024-08-07,2024-08-07 21:18:11.990,card,ANON-0000-0000-0328,32.82,Cappuccino
2024-08-07,2024-08-07 22:28:56.686,card,ANON-0000-0000-0471,32.82,Latte
2024-08-07,2024-08-07 22:32:15.971,card,ANON-0000-0000-0472,32.82,Latte
2024-08-08,2024-08-08 08:46:36.204,card,ANON-0000-0000-0141,18.12,Espresso
2024-08-08,2024-08-08 08:47:28.686,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-08,2024-08-08 12:27:05.373,card,ANON-0000-0000-0420,27.92,Americano with Milk
2024-08-08,2024-08-08 12:43:19.558,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-08,2024-08-08 12:44:14.953,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-08,2024-08-08 16:57:53.266,card,ANON-0000-0000-0473,32.82,Cappuccino
2024-08-08,2024-08-08 17:17:51.749,card,ANON-0000-0000-0474,32.82,Cappuccino
2024-08-08,2024-08-08 21:25:59.265,card,ANON-0000-0000-0311,27.92,Americano with Milk
2024-08-09,2024-08-09 07:35:22.340,card,ANON-0000-0000-0475,32.82,Latte
2024-08-09,2024-08-09 09:53:34.553,card,ANON-0000-0000-0476,23.02,Americano
2024-08-09,2024-08-09 10:13:07.537,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-09,2024-08-09 10:26:47.174,card,ANON-0000-0000-0311,27.92,Americano with Milk
2024-08-09,2024-08-09 11:28:08.722,card,ANON-0000-0000-0475,32.82,Latte
2024-08-09,2024-08-09 11:29:48.682,card,ANON-0000-0000-0477,23.02,Americano
2024-08-09,2024-08-09 18:56:27.712,card,ANON-0000-0000-0478,23.02,Americano
2024-08-09,2024-08-09 19:03:06.611,card,ANON-0000-0000-0479,32.82,Hot Chocolate
2024-08-10,2024-08-10 08:36:44.628,card,ANON-0000-0000-0480,32.82,Cappuccino
2024-08-10,2024-08-10 08:37:57.069,card,ANON-0000-0000-0480,27.92,Americano with Milk
2024-08-10,2024-08-10 08:45:09.019,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-10,2024-08-10 11:52:33.836,card,ANON-0000-0000-0012,23.02,Cortado
2024-08-10,2024-08-10 11:54:23.534,card,ANON-0000-0000-0012,23.02,Americano
2024-08-10,2024-08-10 12:15:10.927,card,ANON-0000-0000-0481,32.82,Latte
2024-08-10,2024-08-10 12:33:12.454,card,ANON-0000-0000-0463,27.92,Americano with Milk
2024-08-10,2024-08-10 16:06:12.085,card,ANON-0000-0000-0009,32.82,Latte
2024-08-10,2024-08-10 21:16:48.562,card,ANON-0000-0000-0482,32.82,Cocoa
2024-08-10,2024-08-10 21:17:41.087,card,ANON-0000-0000-0482,32.82,Cocoa
2024-08-10,2024-08-10 21:37:41.517,card,ANON-0000-0000-0442,32.82,Cocoa
2024-08-11,2024-08-11 09:52:36.590,card,ANON-0000-0000-0440,32.82,Latte
2024-08-11,2024-08-11 09:53:43.564,card,ANON-0000-0000-0440,32.82,Latte
2024-08-11,2024-08-11 10:17:23.636,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024-08-11,2024-08-11 11:56:41.144,card,ANON-0000-0000-0480,32.82,Cappuccino
2024-08-11,2024-08-11 11:57:41.269,card,ANON-0000-0000-0480,27.92,Americano with Milk
2024-08-11,2024-08-11 12:20:19.570,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-11,2024-08-11 15:53:51.552,card,ANON-0000-0000-0483,32.82,Latte
2024-08-11,2024-08-11 15:55:14.853,card,ANON-0000-0000-0484,27.92,Americano with Milk
2024-08-11,2024-08-11 15:56:27.697,card,ANON-0000-0000-0484,32.82,Cocoa
2024-08-11,2024-08-11 16:27:35.126,card,ANON-0000-0000-0414,32.82,Cappuccino
2024-08-11,2024-08-11 16:28:38.296,card,ANON-0000-0000-0485,18.12,Espresso
2024-08-11,2024-08-11 21:30:32.549,card,ANON-0000-0000-0486,23.02,Cortado
2024-08-11,2024-08-11 21:41:09.070,card,ANON-0000-0000-0475,32.82,Latte
2024-08-11,2024-08-11 21:43:10.108,card,ANON-0000-0000-0487,32.82,Latte
2024-08-11,2024-08-11 22:39:29.913,card,ANON-0000-0000-0488,32.82,Cappuccino
2024-08-12,2024-08-12 08:26:19.458,card,ANON-0000-0000-0367,32.82,Hot Chocolate
2024-08-12,2024-08-12 11:15:04.771,card,ANON-0000-0000-0489,27.92,Americano with Milk
2024-08-12,2024-08-12 11:19:29.513,card,ANON-0000-0000-0490,23.02,Americano
2024-08-12,2024-08-12 11:20:23.640,card,ANON-0000-0000-0490,32.82,Latte
2024-08-12,2024-08-12 11:44:28.384,card,ANON-0000-0000-0491,32.82,Latte
2024-08-12,2024-08-12 14:04:03.399,card,ANON-0000-0000-0492,18.12,Espresso
2024-08-12,2024-08-12 14:05:06.931,card,ANON-0000-0000-0492,27.92,Americano with Milk
2024-08-12,2024-08-12 15:33:33.110,card,ANON-0000-0000-0493,27.92,Americano with Milk
2024-08-12,2024-08-12 18:05:04.830,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-12,2024-08-12 21:25:49.351,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-12,2024-08-12 21:37:38.041,card,ANON-0000-0000-0494,32.82,Latte
2024-08-12,2024-08-12 22:58:20.072,card,ANON-0000-0000-0134,32.82,Cappuccino
2024-08-12,2024-08-12 22:59:18.544,card,ANON-0000-0000-0134,32.82,Cappuccino
2024-08-13,2024-08-13 08:44:30.187,card,ANON-0000-0000-0495,27.92,Americano with Milk
2024-08-13,2024-08-13 09:14:21.598,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-13,2024-08-13 09:45:56.370,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-08-13,2024-08-13 10:42:08.773,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-13,2024-08-13 11:59:47.612,card,ANON-0000-0000-0496,32.82,Latte
2024-08-13,2024-08-13 13:01:41.487,card,ANON-0000-0000-0497,27.92,Americano with Milk
2024-08-13,2024-08-13 14:45:39.689,card,ANON-0000-0000-0494,32.82,Latte
2024-08-13,2024-08-13 15:47:56.703,card,ANON-0000-0000-0498,32.82,Cappuccino
2024-08-13,2024-08-13 15:55:29.579,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-13,2024-08-13 20:29:34.531,card,ANON-0000-0000-0499,32.82,Latte
2024-08-13,2024-08-13 20:30:37.150,card,ANON-0000-0000-0499,32.82,Cocoa
