receipt_id,desserts,meats,juices,paper_goods,frozen_foods,snack_foods,canned goods,beer_wine_spirits,dairy,breads,produce
7602,0,0,0,0,1,1,0,1,0,0,0
7603,0,1,0,0,0,0,0,0,0,0,0
7604,0,0,0,0,0,1,0,1,0,0,0
7605,0,0,0,0,0,1,0,0,0,0,0
7606,0,0,0,1,0,1,0,0,1,0,0
7607,1,0,0,1,0,0,0,0,0,0,0
7608,0,1,0,0,1,0,0,0,0,0,1
7609,1,1,0,0,0,0,0,1,0,0,0
7610,1,1,0,1,1,0,0,0,1,1,1
7611,0,1,1,0,0,0,0,0,0,1,1
7612,0,0,0,0,1,1,0,1,0,1,1
7613,0,1,0,0,0,0,0,1,0,0,0
7614,0,0,0,0,0,0,0,0,0,1,0
7615,1,1,0,0,0,0,0,0,0,1,0
7616,1,1,0,1,0,0,0,0,1,0,1
7617,0,0,1,1,0,1,0,1,0,0,0
7618,0,0,0,0,0,0,0,0,0,1,0
7619,0,0,1,0,1,1,0,1,0,1,0
7620,0,0,0,0,0,0,0,0,1,0,1
7621,0,1,0,0,1,1,0,1,0,0,0
7622,1,0,0,0,0,0,0,0,0,1,1
7623,1,0,1,1,1,0,0,1,0,0,0
7624,0,0,1,0,1,0,0,0,1,0,0
7625,1,0,0,1,1,0,0,0,0,0,0
7626,1,0,0,0,0,0,0,0,0,1,0
7627,0,1,0,0,0,0,0,1,0,0,1
7628,1,1,0,1,0,0,0,0,0,0,0
7629,1,0,0,1,0,0,0,0,0,0,0
7630,0,1,0,0,0,0,0,0,0,0,0
7631,0,1,0,0,0,0,0,1,1,0,1
7632,0,0,0,1,1,1,0,0,0,0,0
7633,0,1,1,0,1,1,0,1,0,1,0
7634,1,1,0,0,0,0,0,0,1,0,0
7635,0,0,0,0,0,1,1,0,0,1,0
7636,0,1,0,0,1,0,0,0,1,0,1
7637,0,0,0,0,1,0,0,0,0,1,0
7638,1,0,0,1,0,1,0,0,0,0,0
7639,1,0,0,0,0,0,0,1,0,0,0
7640,1,0,1,0,0,0,0,0,0,0,0
7641,0,0,0,0,0,0,0,1,0,0,1
7642,1,0,0,1,0,0,0,0,0,0,1
7643,1,0,0,0,0,0,0,1,0,0,0
7644,0,1,0,0,0,0,0,0,0,0,0
7645,0,0,0,0,0,1,0,0,0,0,1
7646,0,0,0,0,0,1,0,0,0,1,0
7647,0,0,0,0,0,0,0,0,0,1,0
7648,1,1,1,1,0,0,0,1,0,0,0
7649,0,0,0,0,0,0,0,0,0,0,1
7650,0,0,0,0,0,0,0,0,1,0,0
7651,1,0,0,0,1,1,0,0,0,0,0
7652,0,0,1,1,0,0,0,1,0,0,0
7653,1,0,0,1,1,0,0,0,0,0,1
7654,0,1,1,0,1,0,1,1,0,1,0
7655,1,0,0,0,0,1,0,1,0,0,0
7656,0,0,1,0,0,1,0,1,0,0,0
7657,0,0,0,1,0,0,0,0,0,0,0
7658,0,0,0,1,0,0,0,1,0,1,0
7659,0,0,0,0,1,0,0,0,0,0,0
7660,0,1,0,0,0,0,0,0,0,0,0
7661,0,1,0,0,0,1,0,0,0,0,0
7662,0,0,0,0,1,1,0,1,0,0,0
7663,0,0,1,0,0,0,0,0,0,1,1
7664,0,1,0,0,1,1,0,1,0,0,1
7665,0,0,0,1,0,0,0,0,0,0,0
7666,0,1,0,0,1,0,0,0,1,1,1
7667,0,0,0,0,1,1,0,1,0,0,0
7668,1,1,0,1,0,1,0,0,1,0,1
7669,0,0,1,0,1,1,0,1,0,0,0
7670,0,0,0,1,1,0,0,0,0,0,0
7671,0,0,0,0,0,0,1,0,0,0,1
7672,1,0,0,1,1,0,0,0,0,0,1
7673,0,1,1,1,0,0,0,1,0,0,1
7674,0,0,1,1,0,0,0,1,0,0,0
7675,0,1,1,0,1,1,0,1,0,0,0
7676,0,0,0,0,1,1,0,1,0,0,0
7677,1,1,1,1,0,1,0,0,1,0,1
7678,0,0,0,0,1,1,0,1,0,0,1
7679,1,1,0,0,1,1,0,0,0,0,0
7680,1,0,0,1,0,0,0,0,0,0,0
7681,0,0,0,0,1,1,0,1,0,0,0
7682,0,0,0,1,1,0,0,1,0,0,0
7683,1,1,0,0,0,0,0,1,0,0,1
7684,0,0,0,1,1,0,0,0,0,0,1
7685,0,0,0,0,1,1,0,1,0,0,0
7686,0,0,0,0,1,0,0,0,0,0,0
7687,0,0,0,0,0,1,0,0,0,0,0
7688,0,0,0,1,0,0,0,1,0,0,0
7689,1,0,1,1,0,1,0,0,1,0,0
7690,1,1,0,0,0,0,0,0,0,0,1
7691,0,1,0,0,1,1,0,1,0,0,1
7692,1,0,0,0,0,0,0,0,0,0,1
7693,0,0,0,1,0,0,0,0,0,1,1
7694,0,0,0,0,0,0,0,1,0,0,0
7695,0,1,0,0,0,0,0,0,0,0,0
7696,0,1,0,0,0,0,0,0,0,0,0
7697,0,1,0,0,0,0,0,0,0,0,0
7698,1,0,0,1,1,0,0,0,0,0,1
7699,0,1,1,0,0,0,0,0,0,0,0
7700,0,0,0,0,1,1,0,1,1,0,1
7701,0,1,0,0,0,0,0,0,1,0,0
7702,1,1,0,0,1,0,0,0,0,0,0
7703,0,0,0,0,1,1,0,0,1,0,1
7704,1,1,0,1,0,0,0,0,0,1,0
7705,0,1,0,1,1,1,0,1,0,0,1
7706,0,1,0,0,1,0,0,0,0,1,0
7707,1,1,0,0,0,0,0,0,1,0,0
7708,0,0,0,1,1,1,0,1,0,0,0
7709,0,0,0,0,0,0,0,0,1,0,0
7710,0,0,0,0,1,1,0,1,0,0,0
7711,0,1,0,1,0,0,0,0,0,0,0
7712,0,0,0,0,1,1,0,1,0,0,0
7713,0,0,0,0,0,0,0,1,0,0,0
7714,0,0,1,0,0,0,0,0,0,0,1
7715,0,1,0,0,0,1,0,0,1,0,1
7716,1,0,1,0,1,1,0,0,1,1,1
7717,1,1,0,1,0,0,0,1,0,0,0
7718,0,0,0,0,0,0,0,0,0,1,0
7719,0,0,0,1,1,0,0,0,0,0,1
7720,0,1,1,0,0,0,0,0,0,1,1
7721,0,0,0,0,0,0,0,1,0,0,0
7722,0,0,0,0,1,1,0,1,0,0,0
7723,1,1,0,0,1,0,0,0,0,1,1
7724,0,0,0,1,1,1,0,1,0,0,0
7725,1,0,0,1,0,0,0,0,0,0,0
7726,0,0,0,1,1,1,0,0,1,0,0
7727,0,0,0,1,1,1,0,1,0,0,0
7728,1,0,1,1,0,0,0,0,1,0,0
7729,0,0,0,1,1,0,1,0,1,1,0
7730,1,1,0,1,0,0,0,0,0,0,0
7731,0,0,1,0,0,0,0,0,0,1,1
7732,0,1,0,1,0,0,0,1,1,1,1
7733,0,1,0,0,0,0,0,0,0,0,0
7734,1,0,0,0,1,1,0,1,1,1,0
7735,0,0,0,1,0,1,0,0,1,0,0
7736,1,0,0,0,0,0,0,0,0,0,0
7737,1,0,0,0,0,0,0,1,0,0,0
7738,0,1,0,0,0,0,0,0,0,0,1
7739,0,0,1,0,0,1,0,1,0,0,0
7740,1,0,1,0,0,0,0,0,0,0,0
7741,0,0,0,0,0,0,0,1,0,0,0
7742,1,0,0,1,0,0,0,0,0,0,0
7743,0,0,1,0,0,0,0,1,1,1,1
7744,0,0,0,0,1,0,0,0,1,0,0
7745,0,0,1,1,0,0,0,0,0,0,1
7746,0,1,0,0,1,1,0,1,0,0,0
7747,0,0,0,0,0,0,0,0,1,0,0
7748,1,0,0,1,0,0,0,0,0,0,0
7749,0,0,0,0,0,1,0,1,1,0,1
7750,0,0,0,0,0,0,0,1,1,0,1
7751,0,0,0,0,1,0,0,0,0,0,0
7752,0,1,0,0,1,1,0,1,0,1,1
7753,0,0,0,0,1,1,0,1,0,0,0
7754,0,1,1,0,1,0,0,0,0,0,0
7755,1,1,0,0,0,0,0,0,0,1,1
7756,1,1,0,1,1,0,0,0,1,0,0
7757,0,0,1,0,0,0,0,0,0,0,0
7758,0,0,0,0,0,0,0,0,1,1,1
7759,0,0,0,1,0,1,0,0,0,0,0
7760,0,0,0,1,0,0,0,0,0,0,0
7761,0,0,0,1,1,1,0,1,1,1,1
7762,0,1,0,0,0,1,1,1,1,1,1
7763,0,1,0,0,0,0,0,0,0,1,1
7764,1,1,0,0,1,1,0,0,0,0,0
7765,0,0,0,1,0,0,0,0,0,0,0
7766,0,0,0,1,1,0,0,0,0,1,0
7767,0,1,1,0,0,0,0,0,1,1,1
7768,0,0,0,0,0,0,0,0,0,1,0
7769,0,1,0,0,1,1,0,1,0,0,1
7770,0,1,0,1,0,1,0,0,0,0,1
7771,1,0,0,0,0,0,0,0,1,0,0
7772,0,0,1,0,0,0,0,0,0,0,1
7773,0,0,1,0,0,1,0,0,1,0,1
7774,1,1,1,1,0,0,0,0,0,0,0
7775,0,0,0,0,0,0,0,1,0,0,1
7776,1,1,0,0,0,0,0,1,1,0,0
7777,0,0,0,1,0,0,0,0,0,0,0
7778,0,0,1,0,0,0,0,1,1,0,0
7779,0,0,0,1,0,0,0,1,0,0,0
7780,0,0,0,0,0,0,0,0,0,0,1
7781,0,1,0,0,0,0,0,0,0,0,1
7782,0,0,0,1,0,0,0,1,0,0,1
7783,0,0,0,1,0,0,0,1,0,0,0
7784,0,1,0,0,0,0,0,0,0,0,1
7785,1,0,0,1,0,0,0,0,0,1,0
7786,0,1,1,0,1,0,0,0,0,0,1
7787,0,0,0,0,0,0,0,1,0,0,0
7788,0,1,0,1,1,1,0,1,1,0,1
7789,0,1,0,0,1,0,0,1,0,0,0
7790,1,0,0,1,0,1,0,0,0,0,0
7791,0,1,0,0,0,1,0,1,0,0,1
7792,1,0,0,1,0,1,1,1,1,0,1
7793,0,1,1,0,0,0,1,0,0,0,0
7794,0,0,0,0,1,1,0,1,0,0,0
7795,0,0,0,0,0,1,0,0,0,1,0
7796,0,0,0,0,1,1,0,1,0,0,0
7797,0,0,0,0,0,0,1,0,0,0,0
7798,0,0,0,0,1,1,0,1,1,0,0
7799,0,1,1,1,1,1,0,1,0,0,1
7800,1,1,0,0,0,1,1,1,0,0,1
7801,0,0,0,0,0,0,0,1,1,0,0
7802,1,0,1,1,0,0,0,0,0,0,0
7803,1,0,0,0,1,0,0,0,1,0,0
7804,1,0,0,1,0,0,0,1,1,0,0
7805,0,0,0,0,0,1,0,1,0,0,0
7806,1,0,1,0,1,1,1,0,1,1,0
7807,0,0,0,1,0,0,0,1,0,0,0
7808,0,0,0,0,0,1,0,0,0,0,0
7809,0,1,0,0,0,0,0,0,0,0,1
7810,0,0,1,0,0,0,0,0,0,0,0
7811,0,1,1,0,0,0,0,0,0,1,1
7812,1,0,1,1,1,0,0,1,0,0,1
7813,1,0,0,1,0,1,0,0,0,0,0
7814,0,0,0,0,1,0,0,0,0,0,0
7815,1,1,0,0,1,0,1,1,0,0,0
7816,0,0,0,0,0,0,0,0,0,0,1
7817,0,0,0,0,1,1,0,1,0,0,0
7818,1,1,0,1,0,0,0,1,1,0,1
7819,0,1,0,1,1,1,0,1,0,0,0
7820,0,1,1,0,0,0,0,0,0,0,0
7821,0,0,0,0,1,0,0,0,0,0,0
7822,0,0,0,0,0,0,1,1,0,0,0
7823,0,0,0,0,1,0,0,1,0,1,0
7824,1,1,1,1,0,1,0,0,1,0,1
7825,0,0,0,0,1,1,0,0,0,0,0
7826,0,0,0,1,0,0,0,0,1,0,0
7827,1,0,0,1,0,0,0,0,0,0,0
7828,0,0,0,0,0,0,1,0,0,0,0
7829,1,0,0,1,1,0,1,0,0,0,0
7830,0,0,1,0,0,1,0,0,0,0,0
7831,1,0,0,0,0,0,0,1,0,0,0
7832,1,0,0,0,0,0,0,0,0,1,1
7833,0,0,0,1,1,1,0,1,0,1,0
7834,0,1,0,0,0,0,0,0,0,0,1
7835,0,1,0,0,0,0,0,0,0,0,0
7836,1,0,0,1,0,0,0,0,0,0,0
7837,0,0,0,0,0,0,1,1,1,1,1
7838,0,0,0,0,0,0,0,1,0,0,0
7839,0,0,0,0,1,0,0,1,0,0,0
7840,1,1,0,1,1,1,1,0,0,1,0
7841,0,1,1,0,0,0,0,0,0,1,1
7842,0,0,0,1,1,0,0,0,0,1,0
7843,1,0,0,0,1,1,0,1,0,0,0
7844,1,0,0,0,1,1,0,0,1,0,0
7845,0,1,1,0,0,1,0,0,0,0,1
7846,0,0,0,0,0,1,0,0,0,0,0
7847,0,0,0,0,1,0,0,0,0,0,0
7848,0,1,0,0,0,0,0,0,0,0,0
7849,1,0,0,1,0,0,0,0,1,1,1
7850,0,1,0,0,0,1,0,0,0,0,0
7851,1,0,1,1,0,0,0,0,1,0,0
7852,0,1,1,0,0,1,0,1,0,0,0
7853,1,0,0,1,0,0,0,1,0,0,0
7854,0,0,1,0,1,1,0,1,1,0,0
7855,0,0,0,0,1,0,0,0,1,0,0
7856,0,1,1,1,1,1,0,1,0,0,1
7857,0,1,0,0,0,0,0,0,0,0,1
7858,0,1,0,0,0,0,0,0,0,0,0
7859,1,0,0,1,0,0,0,0,0,0,0
7860,1,0,0,1,1,0,0,0,0,0,1
7861,1,0,0,0,0,0,0,0,0,1,0
7862,1,0,1,0,0,0,0,0,0,0,1
7863,1,0,0,0,0,1,0,1,0,0,0
7864,0,0,1,0,0,0,0,0,1,0,0
7865,1,0,0,0,1,0,0,0,0,0,0
7866,0,1,1,1,0,1,1,0,1,0,0
7867,0,0,0,0,0,1,0,0,0,0,0
7868,0,0,0,0,1,1,0,1,0,0,0
7869,1,1,0,1,1,0,0,0,0,0,1
7870,0,0,1,0,0,0,0,0,0,0,0
7871,0,0,0,0,1,0,0,0,0,1,0
7872,1,0,0,1,1,0,0,1,0,0,0
7873,0,0,0,0,0,0,0,0,0,0,1
7874,0,1,0,0,1,1,0,1,0,0,0
7875,0,1,0,0,1,1,0,1,0,0,0
7876,1,0,0,0,0,0,0,1,0,0,0
7877,0,1,0,0,1,1,0,1,0,0,0
7878,0,1,0,1,1,1,0,1,0,0,0
7879,0,0,0,1,0,0,0,0,0,0,0
7880,1,0,1,1,0,0,0,0,0,1,1
7881,0,0,0,0,1,0,0,0,0,0,0
7882,0,0,0,0,0,0,0,0,1,0,1
7883,0,1,0,0,0,0,0,1,0,0,1
7884,0,0,0,1,1,1,0,1,0,1,0
7885,0,0,0,0,0,0,0,0,0,0,1
7886,0,1,0,0,0,1,0,1,0,1,0
7887,0,0,0,0,1,1,0,1,0,0,0
7888,0,0,1,0,1,1,0,1,1,0,0
7889,1,1,0,0,0,0,0,1,0,1,1
7890,0,0,0,1,1,0,0,0,0,1,0
7891,0,0,1,0,1,1,1,1,0,0,1
7892,1,0,0,1,0,1,0,0,0,0,0
7893,1,0,0,0,0,1,0,0,0,0,0
7894,0,0,0,0,1,0,0,0,0,0,0
7895,0,1,0,0,0,0,0,0,1,0,0
7896,0,0,0,1,0,0,0,1,1,0,0
7897,0,1,1,0,0,0,0,0,0,1,1
7898,0,0,0,0,0,1,0,0,0,0,1
7899,1,0,0,1,0,0,0,0,0,1,0
7900,0,0,0,0,0,0,0,0,1,0,0
7901,1,0,0,0,0,0,0,0,0,1,1
7902,0,1,0,0,0,1,0,1,0,1,0
7903,1,1,0,0,1,1,0,1,0,0,0
7904,1,0,0,1,0,0,0,1,0,1,0
7905,1,1,1,1,0,0,0,0,0,0,0
7906,0,0,0,1,0,1,0,1,0,0,0
7907,0,0,0,0,0,0,0,0,0,1,0
7908,1,1,0,0,0,0,0,1,0,0,0
7909,1,0,0,1,0,0,0,0,0,0,0
7910,1,0,0,1,1,0,0,0,1,0,0
7911,0,0,0,0,0,0,0,0,0,0,1
7912,0,0,1,1,0,0,0,0,0,1,0
7913,1,0,0,1,0,1,0,1,0,0,0
7914,1,1,1,0,1,0,0,0,0,0,1
7915,1,0,0,1,0,0,0,0,0,0,0
7916,0,0,0,0,0,0,0,0,0,0,1
7917,0,1,0,1,0,1,0,1,0,1,1
7918,0,0,0,0,1,0,0,0,0,0,1
7919,1,0,0,0,1,1,0,0,1,0,0
7920,1,1,1,1,0,0,0,1,1,0,0
7921,0,0,0,1,1,1,0,1,1,0,0
7922,1,0,0,1,0,0,0,0,1,1,0
7923,0,1,0,0,0,0,0,0,0,0,0
7924,0,1,0,0,0,1,0,0,0,0,0
7925,0,0,1,0,0,0,1,1,1,0,0
7926,0,1,0,0,0,0,0,0,1,0,0
7927,1,1,1,1,0,0,0,0,0,0,0
7928,0,0,0,0,0,0,0,0,0,1,0
7929,1,1,0,1,1,0,0,0,0,0,1
7930,1,0,0,1,0,0,0,1,0,0,0
7931,0,0,0,0,1,1,0,0,0,0,0
7932,1,1,0,0,0,0,0,1,0,0,0
7933,0,0,0,0,1,1,0,1,0,0,0
7934,1,1,0,1,0,1,0,0,0,0,0
7935,0,1,0,0,0,0,0,0,0,0,0
7936,1,0,0,0,0,0,0,0,0,0,0
7937,0,0,0,0,0,0,0,0,1,1,0
7938,0,1,1,0,0,0,0,0,0,0,0
7939,0,0,0,0,1,1,0,0,0,0,0
7940,1,0,0,1,1,0,0,0,0,0,1
7941,0,0,0,1,1,0,0,1,0,0,1
7942,1,1,0,1,0,0,0,0,0,0,0
7943,1,1,1,1,0,1,1,0,1,1,1
7944,0,1,0,0,1,1,0,1,0,0,0
7945,1,1,0,1,0,0,0,0,1,0,1
7946,0,0,1,1,0,0,0,1,0,0,0
7947,0,0,0,1,0,0,0,0,0,0,1
7948,0,0,1,1,0,0,0,0,0,0,1
7949,0,1,0,1,1,1,0,1,0,0,1
7950,0,1,0,0,1,1,0,1,0,0,1
7951,0,0,1,1,0,0,0,0,0,0,0
7952,0,0,0,0,1,1,0,0,0,0,0
7953,0,0,0,1,0,0,0,0,0,0,0
7954,0,0,0,1,1,1,0,0,0,0,0
7955,0,1,0,0,0,0,0,0,0,0,0
7956,1,1,0,1,0,0,0,0,0,0,1
7957,0,1,0,0,0,1,0,0,0,0,0
7958,0,0,0,0,0,0,0,0,1,0,0
7959,0,1,0,0,0,0,0,0,0,1,0
7960,1,1,0,1,1,1,1,1,1,1,0
7961,0,0,0,0,1,1,0,1,0,0,0
7962,0,1,0,0,1,0,0,0,0,0,1
7963,1,0,1,0,0,0,0,0,0,0,0
7964,1,0,0,0,0,0,0,1,0,0,0
7965,0,0,0,0,1,1,0,0,0,0,0
7966,0,0,0,0,0,0,0,0,0,0,1
7967,1,1,0,1,0,0,0,0,0,0,0
7968,0,0,1,0,1,1,0,1,1,0,0
7969,1,0,0,0,1,0,0,0,0,0,0
7970,0,0,1,1,0,0,0,0,0,0,0
7971,1,0,0,0,0,0,0,0,1,0,0
7972,0,1,0,0,0,0,0,1,0,0,0
7973,0,0,0,0,0,0,0,0,0,0,1
7974,0,0,0,1,0,0,1,0,0,0,0
7975,0,1,0,0,1,1,1,0,1,0,1
7976,1,0,0,0,1,0,0,0,1,0,0
7977,1,0,0,0,0,0,1,0,0,0,0
7978,1,0,0,0,1,0,0,0,0,0,0
7979,1,0,0,1,0,0,0,0,0,0,0
7980,0,0,0,1,0,0,0,0,0,0,0
7981,0,0,0,1,0,0,0,1,0,0,0
7982,0,0,0,0,0,1,0,0,0,0,0
7983,1,1,0,0,0,0,0,1,0,0,0
7984,0,1,0,0,0,1,0,0,0,0,0
7985,1,0,0,0,0,1,0,0,0,0,1
7986,1,0,0,0,1,1,0,1,0,0,0
7987,0,0,1,0,1,1,0,1,1,0,0
7988,0,0,0,1,1,0,0,0,0,0,1
7989,1,0,0,0,0,0,0,0,0,1,0
7990,1,1,1,1,0,0,0,1,1,0,0
7991,1,1,0,0,1,0,0,0,0,1,1
7992,0,0,1,1,1,0,1,1,0,0,0
7993,0,1,1,0,0,0,0,0,0,0,0
7994,1,1,0,1,0,0,0,0,0,1,0
7995,0,1,0,0,0,0,0,0,0,0,0
7996,0,0,0,0,0,0,0,1,0,0,0
7997,0,0,0,0,1,1,0,1,0,0,0
7998,0,1,0,1,1,0,0,1,0,0,1
7999,0,0,0,1,0,0,0,0,0,1,0
8000,1,1,0,0,1,0,0,0,0,1,1
8001,0,0,1,0,0,1,0,1,0,0,0
8002,0,0,0,0,0,0,0,1,0,0,0
8003,0,1,0,0,1,0,0,1,0,0,1
8004,1,0,0,1,0,0,0,0,0,0,1
8005,0,1,0,0,0,1,0,0,0,0,0
8006,1,1,0,0,0,1,0,0,0,0,1
8007,0,1,0,0,0,0,0,0,1,0,0
8008,1,0,0,0,1,1,0,1,0,0,0
8009,1,0,0,1,0,0,0,0,0,1,0
8010,0,1,0,1,1,0,0,0,0,0,0
8011,0,0,0,1,0,0,0,1,0,1,0
8012,0,0,0,0,1,1,0,1,0,0,0
8013,0,1,0,0,0,1,1,0,1,0,1
8014,0,0,1,1,0,0,0,1,0,0,0
8015,0,0,0,0,0,0,0,0,0,0,1
8016,0,1,0,0,0,0,0,0,1,0,1
8017,1,0,1,1,0,0,0,0,1,0,0
8018,0,1,0,1,0,0,0,1,1,1,1
8019,0,0,0,0,1,0,0,0,0,0,0
8020,0,1,0,0,0,1,0,0,0,1,0
8021,0,0,0,0,1,1,0,1,0,0,1
8022,0,0,0,1,0,0,0,0,0,0,0
8023,0,0,0,0,1,0,0,0,0,0,0
8024,1,0,0,0,0,0,0,0,0,1,0
8025,0,1,1,0,0,0,0,0,0,0,0
8026,0,0,1,0,0,0,0,0,0,0,0
8027,0,1,0,0,1,1,0,1,0,0,0
8028,0,1,0,0,0,1,0,0,0,0,0
8029,0,1,0,0,0,0,0,0,0,0,0
8030,0,0,0,1,0,0,0,0,0,0,0
8031,0,0,0,0,0,0,0,0,1,0,1
8032,0,0,0,0,1,0,0,0,0,0,0
8033,0,0,1,0,0,0,0,0,0,0,1
8034,0,1,0,0,0,1,0,0,1,0,1
8035,1,0,1,0,0,0,1,0,1,0,0
8036,1,1,0,1,0,0,0,0,1,0,1
8037,0,0,1,0,0,0,0,0,0,1,1
8038,1,1,0,1,1,1,0,0,1,0,1
8039,0,1,0,0,0,0,0,0,1,0,0
8040,0,0,0,0,0,1,0,0,1,0,0
8041,0,0,0,0,1,0,0,0,0,0,1
8042,0,1,0,1,0,0,0,1,0,0,0
8043,0,0,1,1,1,0,0,0,0,0,0
8044,0,1,0,0,0,0,0,0,0,0,0
8045,0,0,0,0,1,1,0,1,0,0,0
8046,0,0,0,1,0,0,0,1,1,0,0
8047,0,0,0,0,0,1,0,0,0,0,0
8048,0,1,1,0,0,1,0,1,1,0,1
8049,0,0,1,0,0,1,0,0,0,0,0
8050,0,0,0,0,0,0,0,0,1,0,0
8051,1,0,0,1,0,0,0,0,0,0,0
8052,1,0,0,0,1,1,0,0,1,1,0
8053,0,0,0,0,0,1,0,0,0,0,0
8054,1,0,0,1,0,0,0,1,0,0,0
8055,0,0,0,0,1,1,0,1,0,1,0
8056,1,0,0,0,1,0,0,0,0,0,0
8057,0,1,0,0,0,0,0,0,0,0,0
8058,1,0,1,0,0,0,0,0,0,0,0
8059,0,0,0,1,0,0,0,0,0,0,0
8060,0,0,0,1,1,0,0,1,0,0,0
8061,0,1,1,0,0,0,0,0,1,0,1
8062,0,0,0,1,0,0,1,1,1,0,0
8063,0,0,1,0,0,0,0,0,0,0,0
8064,0,1,0,1,0,0,0,0,0,0,1
8065,0,0,0,0,0,0,0,1,0,0,0
8066,1,0,1,0,0,0,0,0,0,0,1
8067,0,1,0,0,0,0,1,0,0,1,1
8068,0,0,1,1,0,0,0,0,0,0,0
8069,1,0,0,1,1,0,0,1,0,0,0
8070,0,1,0,0,1,0,0,1,0,0,1
8071,1,0,0,1,0,0,0,1,1,1,0
8072,0,0,0,1,0,0,0,0,0,1,1
8073,0,0,0,0,1,1,0,1,0,0,0
8074,0,0,0,0,0,0,0,0,1,0,1
8075,1,1,1,1,0,0,0,0,0,0,0
8076,0,0,0,1,1,0,0,1,0,0,1
8077,1,0,0,1,0,0,0,0,1,0,0
8078,0,0,0,0,1,1,0,1,0,0,1
8079,1,0,0,1,1,0,0,0,0,0,1
8080,0,0,0,0,1,1,0,1,0,0,1
8081,0,0,0,0,0,0,0,1,0,0,0
8082,0,1,0,0,1,1,0,1,1,0,1
8083,0,0,0,0,0,0,0,1,0,0,1
8084,1,1,0,1,0,0,0,1,0,0,1
8085,1,0,1,0,0,0,0,0,1,1,0
8086,1,0,1,1,0,0,1,1,1,0,0
8087,0,1,0,0,1,0,0,0,0,0,1
8088,0,1,0,1,1,1,0,1,0,0,0
8089,1,1,0,0,1,1,0,1,0,0,1
8090,0,0,0,0,0,0,0,1,0,0,0
8091,0,0,0,0,1,1,0,1,0,0,0
8092,0,0,0,0,0,0,0,1,1,0,1
8093,0,0,0,0,0,1,0,0,0,0,1
8094,0,0,1,0,0,1,0,1,1,0,1
8095,0,1,1,0,0,0,0,0,1,0,1
8096,0,0,0,0,0,0,0,0,0,0,1
8097,0,1,0,0,0,0,0,1,0,0,1
8098,0,0,0,0,0,0,0,0,1,1,0
8099,0,0,0,1,0,0,0,1,0,0,0
8100,0,0,0,0,1,0,0,1,0,0,0
8101,0,0,0,0,0,0,0,1,0,0,0
8102,0,1,0,1,0,1,0,1,0,0,0
8103,0,1,1,0,0,0,0,0,0,1,1
8104,1,1,0,1,0,1,1,0,1,0,0
8105,0,0,0,0,0,1,0,0,0,0,0
8106,0,0,0,0,1,0,0,0,1,0,0
8107,0,0,0,0,1,1,0,1,0,0,0
8108,1,0,1,0,0,0,0,0,0,0,1
8109,0,0,0,1,0,0,0,1,0,1,0
8110,0,0,0,0,0,0,0,1,0,1,0
8111,0,0,0,0,0,1,0,1,0,0,0
8112,1,1,1,1,0,0,0,1,0,1,0
8113,0,0,0,0,0,0,0,0,0,1,0
8114,1,0,0,1,1,0,0,0,0,0,0
8115,1,0,0,0,0,0,0,0,0,0,1
8116,0,0,0,0,1,0,0,1,0,0,1
8117,0,0,0,0,1,1,0,1,0,0,0
8118,0,1,0,0,0,0,0,0,0,0,1
8119,0,0,0,0,1,0,0,0,1,0,0
8120,0,1,0,0,0,0,0,1,0,0,1
8121,0,0,0,0,0,0,0,0,1,0,0
8122,0,1,1,0,0,0,1,0,0,0,0
8123,1,1,0,1,0,0,0,0,0,0,0
8124,0,1,0,0,0,0,0,0,0,1,1
8125,0,0,0,0,1,1,0,1,0,1,0
8126,1,0,0,0,1,1,0,0,0,1,1
8127,0,1,0,0,0,0,0,0,1,0,0
8128,0,0,0,0,1,1,0,1,0,0,0
8129,0,1,0,0,0,0,0,0,0,0,1
8130,0,0,0,0,1,1,0,1,0,0,0
8131,0,0,0,0,1,0,0,0,0,0,0
8132,0,0,0,0,1,0,0,0,0,0,0
8133,1,1,0,1,0,0,1,1,0,1,1
8134,0,0,0,0,1,0,0,1,1,0,0
8135,1,0,0,0,0,0,0,0,0,1,0
8136,1,0,0,1,0,1,0,0,1,1,1
8137,0,0,0,0,1,1,0,1,0,0,0
8138,1,0,1,1,0,0,0,0,1,0,0
8139,0,0,1,1,0,0,0,0,0,0,0
8140,1,1,0,0,0,0,0,0,0,0,1
8141,0,0,0,0,1,0,0,0,0,0,0
8142,0,0,1,1,0,0,0,0,1,0,0
8143,1,0,1,1,0,1,1,0,0,0,0
8144,1,0,0,0,0,0,0,0,0,0,0
8145,0,0,0,0,0,0,0,0,0,1,0
8146,1,1,1,1,0,1,0,0,1,0,1
8147,1,0,1,0,1,1,0,1,0,0,0
8148,0,1,0,0,0,0,0,0,1,0,0
8149,1,0,0,1,0,0,0,0,0,0,1
8150,0,0,0,1,0,0,0,1,0,1,0
8151,1,1,0,1,1,0,0,0,0,0,1
8152,0,0,1,1,0,1,0,0,0,0,1
8153,0,0,0,1,1,1,0,1,0,0,0
8154,0,1,0,0,0,0,0,1,0,0,1
8155,0,0,0,0,0,0,0,0,0,1,0
8156,1,1,1,0,0,0,1,0,0,0,1
8157,0,0,0,1,1,1,1,1,0,1,1
8158,0,0,0,0,0,1,0,0,1,0,0
