Customer_ID,Age,Gender,Area,Email,Mobile,Logins 4 weeks,Logins 6 months,Sales 4 weeks,Sales 6 months,Sales total
ID141522,24,female,urban,premium,yes,0,3,0,0,3
ID141523,72,male,urban,free,never,7,7,0,0,0
ID141524,54,male,rural,free,never,0,0,0,0,0
ID141525,20,male,rural,free,never,0,6,0,230,230
ID141526,91,male,urban,free,yes,0,0,0,0,0
ID141527,51,male,urban,premium,never,0,1,0,0,0
ID141528,26,male,urban,free,never,0,4,0,1,127
ID141529,81,male,urban,premium,never,0,0,0,0,0
ID141530,27,female,urban,free,never,0,0,0,0,0
ID141531,43,male,urban,free,yes,7,33,0,0,0
ID141532,31,male,rural,free,never,0,0,0,0,0
ID141533,55,female,urban,free,never,0,1,0,0,0
ID141534,65,male,urban,free,yes,0,0,0,0,0
ID141535,56,female,urban,free,never,0,0,0,0,0
ID141536,27,male,urban,free,never,0,0,0,0,0
ID141537,38,female,urban,free,yes,0,2,0,0,0
ID141538,53,female,rural,premium,never,0,0,0,0,0
ID141539,36,male,urban,free,never,0,0,0,0,0
ID141540,78,female,urban,free,never,0,0,0,0,0
ID141541,31,male,urban,free,yes,0,0,0,0,0
ID141542,44,male,rural,free,never,16,16,0,0,0
ID141543,21,male,rural,premium,never,0,12,0,0,0
ID141544,17,male,urban,free,never,0,9,0,0,0
ID141545,82,male,urban,premium,never,0,6,0,0,0
ID141546,67,female,urban,free,never,8,8,0,0,0
ID141547,24,male,rural,free,yes,14,17,160,160,160
ID141548,78,male,urban,premium,yes,0,0,0,0,0
ID141549,58,female,urban,premium,yes,0,0,0,0,0
ID141550,19,male,urban,free,yes,0,3,0,0,0
ID141551,44,female,rural,free,never,0,9,0,110,110
ID141552,34,female,rural,premium,never,0,7,0,0,7
ID141553,32,male,rural,free,never,0,0,0,0,0
ID141554,72,male,urban,premium,never,0,4,0,0,0
ID141555,30,female,urban,free,yes,0,8,0,0,0
ID141556,71,female,rural,free,never,0,0,0,0,0
ID141557,75,male,urban,premium,never,0,0,0,0,0
ID141558,55,male,urban,free,yes,1,1,0,0,168
ID141559,29,male,urban,free,yes,0,0,0,0,0
ID141560,31,female,urban,free,never,5,5,0,0,0
ID141561,70,female,urban,free,never,8,8,0,0,0
ID141562,22,male,urban,free,yes,19,19,0,0,0
ID141563,44,male,urban,free,always,0,0,0,0,215
ID141564,47,female,urban,free,never,11,11,0,0,0
ID141565,46,female,urban,free,yes,2,2,0,0,0
ID141566,28,male,urban,free,never,0,0,0,0,0
ID141567,35,female,urban,free,yes,4,4,0,0,0
ID141568,79,female,urban,premium,yes,0,0,0,0,0
ID141569,42,male,urban,free,never,13,13,0,0,22
ID141570,49,female,urban,free,yes,0,5,0,0,0
ID141571,81,female,urban,free,never,0,0,0,0,0
ID141572,25,female,urban,premium,yes,6,6,0,0,0
ID141573,64,female,rural,free,never,0,0,0,0,0
ID141574,42,male,urban,free,always,0,1,0,51,63
ID141575,60,male,urban,free,never,0,0,0,0,0
ID141576,88,female,urban,premium,never,0,0,0,0,50
ID141577,52,female,rural,free,yes,0,13,0,21,21
ID141578,66,male,urban,free,never,0,7,0,140,140
ID141579,57,female,urban,free,yes,0,0,0,0,0
ID141580,37,male,urban,free,yes,0,9,0,0,0
ID141581,88,male,rural,free,yes,0,3,0,0,0
ID141582,46,male,urban,free,yes,13,31,0,0,0
ID141583,33,male,urban,free,always,0,0,0,0,20
ID141584,48,male,urban,free,never,0,0,0,0,0
ID141585,24,male,urban,free,never,0,0,0,0,0
ID141586,21,female,urban,free,yes,7,7,101,101,101
ID141587,44,male,urban,free,never,0,0,0,0,0
ID141588,41,male,urban,free,never,0,8,0,37,37
ID141589,22,male,urban,premium,never,0,0,0,0,0
ID141590,61,male,urban,free,yes,1,14,0,0,0
ID141591,63,male,urban,free,never,0,0,0,0,0
ID141592,33,female,urban,free,never,3,3,109,109,109
ID141593,59,male,urban,free,never,13,13,0,0,0
ID141594,18,male,urban,free,never,10,10,0,0,0
ID141595,58,male,urban,free,never,0,0,0,0,0
ID141596,28,male,urban,free,yes,0,5,0,0,0
ID141597,37,female,rural,premium,yes,11,11,161,161,161
ID141598,57,female,urban,free,never,0,4,0,0,0
ID141599,36,female,rural,free,never,0,5,0,0,0
ID141600,90,female,rural,free,yes,0,2,0,83,83
ID141601,23,male,urban,free,yes,0,0,0,0,0
ID141602,36,female,urban,free,never,0,0,0,0,189
ID141603,31,male,urban,free,yes,0,0,0,0,136
ID141604,33,female,rural,free,yes,0,0,0,0,0
ID141605,47,female,urban,free,never,0,0,0,0,0
ID141606,57,male,rural,premium,never,0,1,0,0,0
ID141607,35,male,urban,premium,yes,0,0,0,0,69
ID141608,30,male,urban,free,never,0,0,0,0,0
ID141609,26,female,urban,free,yes,0,0,0,0,0
ID141610,42,male,rural,premium,yes,0,4,0,0,0
ID141611,34,female,urban,free,always,0,5,0,0,0
ID141612,38,male,urban,free,yes,0,0,0,0,56
ID141613,20,female,urban,premium,never,1,20,0,0,0
ID141614,52,female,urban,premium,yes,0,4,0,259,259
ID141615,33,female,urban,free,never,0,0,0,0,0
ID141616,47,male,rural,premium,never,0,2,0,0,0
ID141617,41,female,urban,free,yes,0,0,0,0,0
ID141618,47,male,urban,free,never,0,4,0,115,115
ID141619,23,female,urban,premium,never,0,0,0,0,0
ID141620,24,male,urban,free,never,0,0,0,0,0
ID141621,55,female,urban,premium,yes,0,6,0,0,0
ID141622,19,female,rural,free,never,2,2,0,0,114
ID141623,71,female,urban,free,never,0,4,0,0,0
ID141624,78,female,urban,free,never,0,0,0,0,90
ID141625,49,male,urban,free,yes,0,0,0,0,0
ID141626,23,female,urban,premium,always,0,0,0,0,0
ID141627,24,male,urban,free,yes,0,3,0,51,51
ID141628,36,female,urban,free,yes,0,0,0,0,0
ID141629,85,male,urban,free,always,0,0,0,0,0
ID141630,36,female,urban,free,always,15,15,0,0,0
ID141631,53,female,urban,free,never,0,3,0,0,0
ID141632,34,female,urban,free,always,0,0,0,0,0
ID141633,84,male,urban,free,yes,0,3,0,96,96
ID141634,25,male,urban,free,never,0,0,0,0,0
ID141635,20,male,urban,premium,never,0,0,0,0,0
ID141636,47,male,urban,free,never,8,8,0,0,0
ID141637,33,female,urban,free,never,0,5,0,0,0
ID141638,23,male,urban,premium,never,0,2,0,0,41
ID141639,61,male,urban,free,never,0,0,0,0,0
ID141640,71,female,rural,free,yes,0,3,0,51,51
ID141641,40,male,urban,free,yes,0,0,0,0,0
ID141642,58,male,urban,free,never,0,3,0,155,405
ID141643,53,female,urban,free,yes,6,6,0,0,170
ID141644,25,male,urban,free,never,0,0,0,0,0
ID141645,30,female,urban,free,always,0,4,0,0,16
ID141646,28,male,rural,free,never,0,6,0,112,112
ID141647,46,female,urban,premium,yes,0,0,0,0,0
ID141648,56,male,urban,premium,never,0,4,0,126,126
ID141649,56,female,urban,premium,never,0,0,0,0,0
ID141650,46,female,urban,free,never,0,0,0,0,0
ID141651,56,male,urban,premium,never,0,3,0,0,0
ID141652,32,male,urban,free,yes,0,0,0,0,0
ID141653,75,male,rural,free,never,5,5,0,0,0
ID141654,79,male,urban,free,never,0,0,0,0,0
ID141655,29,female,urban,free,never,1,1,0,0,0
ID141656,36,female,urban,free,never,0,0,0,0,0
ID141657,17,male,rural,free,yes,0,0,0,0,0
ID141658,46,male,urban,free,yes,0,0,0,0,0
ID141659,65,male,urban,free,never,0,0,0,0,0
ID141660,38,female,urban,free,yes,0,0,0,0,0
ID141661,84,male,urban,free,never,0,0,0,0,0
ID141662,38,male,rural,free,never,0,0,0,0,0
ID141663,60,male,urban,free,never,0,0,0,0,0
ID141664,38,male,urban,free,yes,0,0,0,0,0
ID141665,46,male,urban,free,never,0,0,0,0,0
ID141666,20,female,rural,free,never,0,0,0,0,0
ID141667,55,female,urban,premium,yes,0,0,0,0,92
ID141668,28,female,urban,free,always,0,6,0,0,0
ID141669,31,female,urban,free,yes,0,0,0,0,0
ID141670,33,female,urban,premium,never,0,0,0,0,0
ID141671,49,male,urban,premium,yes,0,0,0,0,0
ID141672,20,female,rural,premium,yes,0,5,0,153,153
ID141673,67,male,rural,free,always,8,10,198,198,198
ID141674,88,female,urban,premium,yes,0,0,0,0,73
ID141675,19,female,urban,free,never,0,0,0,0,0
ID141676,27,male,rural,free,yes,0,3,0,114,114
ID141677,52,female,urban,free,never,0,6,0,60,60
ID141678,49,male,urban,free,never,0,2,0,0,0
ID141679,50,male,rural,free,never,0,0,0,0,0
ID141680,73,male,urban,free,yes,15,15,0,0,0
ID141681,38,female,urban,free,yes,0,0,0,0,148
ID141682,25,female,rural,premium,never,0,0,0,0,0
ID141683,55,male,rural,free,always,0,0,0,0,106
ID141684,69,female,urban,free,yes,0,0,0,0,0
ID141685,31,male,urban,free,yes,0,5,0,0,0
ID141686,37,male,urban,free,never,0,0,0,0,64
ID141687,67,male,urban,free,yes,0,3,0,216,216
ID141688,69,male,urban,free,never,0,0,0,0,67
ID141689,42,female,urban,free,yes,4,4,0,0,0
ID141690,89,female,urban,free,never,0,0,0,0,0
ID141691,50,male,urban,premium,never,0,0,0,0,0
ID141692,52,male,urban,premium,yes,0,3,0,0,0
ID141693,29,male,urban,free,never,9,29,0,0,0
ID141694,63,female,urban,free,never,0,0,0,0,0
ID141695,30,male,urban,free,yes,10,10,0,0,199
ID141696,87,female,urban,free,yes,0,3,0,0,117
ID141697,46,male,urban,free,yes,0,0,0,0,0
ID141698,75,female,urban,free,never,0,0,0,0,0
ID141699,70,male,rural,free,never,0,0,0,0,120
ID141700,60,male,urban,premium,never,0,0,0,0,0
ID141701,42,female,urban,free,never,5,5,0,0,0
ID141702,48,female,urban,free,yes,0,0,0,0,0
ID141703,41,male,rural,premium,never,0,0,0,0,0
ID141704,34,male,urban,free,never,0,0,0,0,44
ID141705,20,female,urban,premium,yes,0,0,0,0,0
ID141706,60,male,urban,premium,never,0,1,0,1,1
ID141707,45,male,urban,free,yes,0,7,0,0,0
ID141708,55,male,urban,free,never,0,0,0,0,42
ID141709,47,male,urban,free,never,0,0,0,0,0
ID141710,24,male,rural,free,yes,3,18,0,0,0
ID141711,43,male,rural,free,yes,12,18,0,0,0
ID141712,44,female,urban,free,always,0,0,0,0,0
ID141713,27,female,urban,premium,yes,11,11,0,0,0
ID141714,34,male,rural,free,never,0,0,0,0,0
ID141715,87,male,urban,free,yes,0,5,0,8,8
ID141716,50,male,rural,free,never,0,0,0,0,0
ID141717,37,female,urban,free,never,0,1,0,0,0
ID141718,24,male,urban,free,never,0,0,0,0,89
ID141719,47,female,urban,free,yes,0,0,0,0,0
ID141720,45,female,urban,free,always,0,0,0,0,0
ID141721,70,female,rural,free,never,9,9,0,0,0
ID141722,21,male,rural,premium,yes,2,2,0,0,137
ID141723,36,male,urban,free,yes,0,11,0,210,210
ID141724,58,female,urban,free,always,0,6,0,0,0
ID141725,46,male,rural,premium,yes,0,0,0,0,0
ID141726,46,female,urban,free,always,4,4,0,0,258
ID141727,78,male,urban,free,yes,2,2,21,21,21
ID141728,67,male,rural,free,yes,0,0,0,0,0
ID141729,39,female,urban,free,yes,12,12,0,0,0
ID141730,79,male,urban,free,never,5,5,85,85,85
ID141731,59,female,rural,free,never,0,0,0,0,0
ID141732,48,male,urban,premium,never,0,3,0,0,71
ID141733,27,male,urban,free,never,0,7,0,340,757
ID141734,74,female,urban,free,never,4,4,0,0,55
ID141735,52,male,urban,free,never,0,0,0,0,0
ID141736,82,male,urban,free,never,0,0,0,0,0
ID141737,49,female,urban,premium,never,0,3,0,83,83
ID141738,49,male,urban,free,never,0,2,0,75,81
ID141739,27,female,urban,free,yes,0,6,0,0,0
ID141740,67,male,rural,free,never,0,4,0,0,0
ID141741,30,male,urban,free,yes,0,0,0,0,0
ID141742,31,female,urban,free,never,0,2,0,0,0
ID141743,74,female,urban,free,yes,0,9,0,36,36
ID141744,38,male,rural,free,never,0,0,0,0,75
ID141745,27,male,rural,free,never,10,10,0,0,0
ID141746,66,female,urban,free,never,12,12,0,0,0
ID141747,48,male,urban,free,never,0,0,0,0,0
ID141748,28,male,rural,free,never,4,4,0,0,21
ID141749,40,female,urban,free,never,0,9,0,42,42
ID141750,44,female,urban,free,never,2,2,90,90,90
ID141751,33,male,urban,free,yes,1,1,0,0,108
ID141752,45,male,urban,free,never,0,0,0,0,0
ID141753,53,male,urban,free,never,7,22,0,0,0
ID141754,61,male,urban,free,never,0,0,0,0,0
ID141755,21,male,urban,free,never,0,0,0,0,0
ID141756,36,female,urban,free,never,0,3,0,129,129
ID141757,65,male,urban,free,never,0,0,0,0,0
ID141758,26,male,urban,free,yes,0,0,0,0,0
ID141759,61,male,urban,free,always,0,0,0,0,0
ID141760,31,female,rural,free,yes,0,5,0,38,38
ID141761,91,female,urban,free,never,0,4,0,126,126
ID141762,40,male,urban,free,never,4,27,0,256,463
ID141763,62,male,urban,free,never,2,2,167,167,239
ID141764,58,female,urban,free,never,0,0,0,0,0
ID141765,51,male,urban,free,yes,0,0,0,0,0
ID141766,52,female,urban,free,never,0,5,0,0,0
ID141767,48,female,urban,free,never,0,0,0,0,0
ID141768,50,male,urban,free,never,4,4,0,0,0
ID141769,23,male,urban,premium,never,0,0,0,0,0
ID141770,58,male,urban,free,yes,0,0,0,0,0
ID141771,57,female,urban,free,never,0,8,0,5,5
ID141772,39,female,rural,free,yes,0,12,0,113,113
ID141773,33,female,urban,free,never,0,0,0,0,0
ID141774,55,male,urban,free,yes,0,5,0,0,0
ID141775,55,male,urban,free,always,0,5,0,0,0
ID141776,44,female,urban,free,yes,0,0,0,0,0
ID141777,62,female,urban,free,never,0,0,0,0,48
ID141778,59,male,urban,free,yes,4,4,0,0,0
ID141779,32,female,urban,premium,never,0,5,0,3,3
ID141780,47,female,urban,premium,yes,0,0,0,0,0
ID141781,74,male,urban,free,yes,0,0,0,0,0
ID141782,32,male,urban,premium,never,0,0,0,0,0
ID141783,44,female,rural,premium,never,19,23,0,0,0
ID141784,40,male,urban,premium,yes,0,0,0,0,0
ID141785,67,female,rural,premium,never,0,0,0,0,0
ID141786,45,female,rural,free,yes,0,7,0,0,0
ID141787,17,male,rural,premium,never,10,10,0,0,0
ID141788,51,male,urban,free,yes,20,20,0,0,0
ID141789,60,male,urban,free,never,8,18,82,106,106
ID141790,43,male,urban,premium,yes,2,5,0,0,0
ID141791,43,male,rural,free,never,0,0,0,0,0
ID141792,18,male,rural,free,never,0,0,0,0,0
ID141793,76,male,urban,free,never,7,7,0,0,0
ID141794,47,female,urban,free,never,0,0,0,0,0
ID141795,30,male,urban,free,never,0,0,0,0,0
ID141796,34,male,urban,free,never,0,1,0,139,139
ID141797,28,female,urban,free,never,0,5,0,11,11
ID141798,46,female,urban,free,never,0,0,0,0,0
ID141799,69,female,rural,free,never,0,0,0,0,0
ID141800,47,male,rural,free,never,12,12,0,0,0
ID141801,17,male,urban,free,never,0,0,0,0,0
ID141802,43,male,urban,premium,never,0,0,0,0,0
ID141803,51,male,urban,premium,never,0,0,0,0,199
ID141804,44,female,rural,free,yes,5,5,0,0,0
ID141805,20,male,urban,free,never,0,0,0,0,0
ID141806,28,male,urban,free,always,0,3,0,0,0
ID141807,62,female,urban,free,never,0,0,0,0,0
ID141808,27,male,urban,free,never,0,0,0,0,0
ID141809,17,male,urban,free,yes,0,0,0,0,0
ID141810,57,female,urban,free,never,0,8,0,296,470
ID141811,27,female,urban,free,never,6,6,0,0,0
ID141812,41,male,urban,premium,yes,0,0,0,0,0
ID141813,43,male,urban,free,never,0,2,0,0,0
ID141814,38,male,urban,free,yes,5,5,46,46,46
ID141815,58,male,urban,free,never,0,2,0,103,103
ID141816,22,female,urban,premium,yes,0,4,0,0,0
ID141817,27,female,urban,free,never,0,6,0,341,341
ID141818,31,female,urban,free,yes,0,6,0,0,0
ID141819,49,male,urban,free,yes,0,8,0,0,0
ID141820,48,female,rural,free,never,0,2,0,10,10
ID141821,19,female,urban,free,never,14,14,0,0,0
ID141822,37,male,urban,free,yes,0,0,0,0,0
ID141823,17,male,urban,free,never,0,4,0,0,0
ID141824,45,female,urban,free,never,0,0,0,0,0
ID141825,41,female,urban,premium,never,0,0,0,0,0
ID141826,73,male,urban,free,yes,0,1,0,217,217
ID141827,18,female,urban,free,yes,0,0,0,0,0
ID141828,38,female,urban,free,never,0,7,0,0,0
ID141829,79,female,urban,free,never,0,0,0,0,0
ID141830,45,female,urban,free,never,6,6,0,0,0
ID141831,25,male,urban,free,never,0,0,0,0,0
ID141832,33,female,rural,premium,yes,0,5,0,0,0
ID141833,37,female,urban,free,never,0,0,0,0,0
ID141834,34,female,urban,free,never,0,0,0,0,0
ID141835,57,male,urban,free,yes,0,0,0,0,0
ID141836,50,female,urban,premium,never,0,5,0,0,0
ID141837,79,male,urban,free,never,0,0,0,0,0
ID141838,44,male,urban,free,never,0,8,0,0,0
ID141839,31,male,urban,premium,never,0,0,0,0,0
ID141840,49,male,urban,premium,never,0,0,0,0,0
ID141841,68,female,urban,free,never,0,2,0,62,244
ID141842,87,male,rural,free,yes,0,4,0,0,0
ID141843,46,female,urban,premium,always,0,9,0,10,10
ID141844,76,female,urban,free,never,0,0,0,0,0
ID141845,71,female,rural,free,yes,11,11,0,0,0
ID141846,77,male,urban,free,yes,0,1,0,0,0
ID141847,69,female,urban,premium,never,0,0,0,0,0
ID141848,52,male,urban,free,never,0,0,0,0,0
ID141849,48,male,urban,premium,never,0,0,0,0,0
ID141850,60,female,urban,free,yes,0,4,0,246,246
ID141851,57,male,urban,free,yes,7,7,0,0,0
ID141852,35,female,urban,premium,never,0,1,0,0,0
ID141853,61,male,urban,free,never,0,0,0,0,0
ID141854,74,female,urban,free,yes,6,16,0,74,74
ID141855,40,male,urban,premium,yes,0,0,0,0,0
ID141856,18,male,urban,free,never,0,0,0,0,203
ID141857,32,female,urban,free,always,0,8,0,0,0
ID141858,79,female,urban,free,never,10,10,0,0,0
ID141859,83,male,urban,free,always,6,6,0,0,0
ID141860,42,male,urban,free,never,0,2,0,213,213
ID141861,47,female,urban,free,never,0,0,0,0,0
ID141862,34,male,urban,premium,never,0,0,0,0,0
ID141863,22,male,rural,free,never,0,3,0,0,0
ID141864,31,male,urban,premium,never,3,4,0,38,38
ID141865,38,male,urban,free,yes,0,0,0,0,0
ID141866,87,male,urban,free,never,0,0,0,0,0
ID141867,49,male,rural,free,never,8,8,0,0,0
ID141868,18,female,urban,free,never,1,1,0,0,0
ID141869,25,male,urban,free,never,0,0,0,0,0
ID141870,20,male,urban,free,never,0,0,0,0,0
ID141871,53,female,rural,free,always,0,3,0,73,73
ID141872,63,female,urban,free,yes,0,6,0,0,0
ID141873,79,male,urban,free,never,6,6,4,4,4
ID141874,28,male,urban,premium,yes,0,0,0,0,0
ID141875,48,male,rural,free,yes,0,2,0,0,0
ID141876,35,male,urban,free,never,0,0,0,0,210
ID141877,20,male,urban,free,never,0,0,0,0,0
ID141878,45,male,rural,premium,yes,0,0,0,0,0
ID141879,69,female,rural,free,yes,0,0,0,0,0
ID141880,38,male,urban,free,yes,0,3,0,0,0
ID141881,85,male,urban,premium,never,0,0,0,0,0
ID141882,39,male,urban,premium,yes,0,0,0,0,0
ID141883,71,male,urban,free,never,17,17,0,0,0
ID141884,46,male,urban,free,yes,11,11,0,0,0
ID141885,41,female,urban,premium,never,0,1,0,0,253
ID141886,18,male,urban,free,never,0,0,0,0,0
ID141887,40,female,urban,free,always,0,0,0,0,0
ID141888,18,female,urban,free,never,6,6,0,0,0
ID141889,33,male,urban,premium,never,0,0,0,0,107
ID141890,60,male,urban,free,never,7,7,75,75,75
ID141891,63,male,urban,premium,yes,0,4,0,0,0
ID141892,76,female,urban,premium,yes,0,3,0,0,0
ID141893,20,female,rural,free,never,0,0,0,0,0
ID141894,42,female,urban,free,yes,0,0,0,0,0
ID141895,36,male,urban,free,never,0,0,0,0,248
ID141896,44,male,urban,free,never,0,0,0,0,0
ID141897,32,female,rural,free,yes,0,0,0,0,0
ID141898,45,male,urban,free,yes,9,9,0,0,0
ID141899,19,female,urban,premium,never,0,0,0,0,0
ID141900,31,female,urban,free,yes,0,0,0,0,0
ID141901,52,female,urban,free,yes,0,0,0,0,0
ID141902,43,female,urban,free,yes,0,2,0,253,253
ID141903,39,female,urban,free,never,0,0,0,0,0
ID141904,54,male,urban,free,yes,0,0,0,0,0
ID141905,45,female,urban,free,never,8,8,0,0,132
ID141906,62,female,urban,free,never,0,1,0,0,0
ID141907,20,female,urban,premium,never,0,0,0,0,0
ID141908,49,female,urban,premium,never,0,0,0,0,0
ID141909,29,female,urban,free,never,0,0,0,0,0
ID141910,46,female,urban,free,yes,0,0,0,0,0
ID141911,29,male,rural,free,always,0,0,0,0,0
ID141912,50,male,urban,free,always,0,2,0,0,0
ID141913,54,female,urban,free,never,0,0,0,0,0
ID141914,28,female,urban,free,never,0,0,0,0,140
ID141915,26,male,urban,free,never,0,6,0,0,0
ID141916,40,male,rural,free,yes,0,11,0,31,31
ID141917,82,female,urban,free,never,0,0,0,0,124
ID141918,48,female,urban,premium,never,6,6,0,0,0
ID141919,67,male,urban,premium,never,0,0,0,0,0
ID141920,50,male,rural,free,never,0,0,0,0,0
ID141921,36,male,rural,free,never,0,0,0,0,0
ID141922,19,female,urban,free,always,0,0,0,0,0
ID141923,25,male,urban,free,never,0,0,0,0,0
ID141924,73,female,urban,premium,never,0,3,0,166,166
ID141925,29,female,urban,free,never,0,0,0,0,0
ID141926,52,female,urban,free,yes,0,6,0,0,0
ID141927,54,male,rural,free,never,0,6,0,120,120
ID141928,57,male,urban,free,never,0,0,0,0,0
ID141929,80,female,rural,free,never,8,8,0,0,0
ID141930,53,female,urban,free,never,0,0,0,0,0
ID141931,77,female,urban,free,never,0,0,0,0,0
ID141932,35,male,urban,free,never,0,0,0,0,0
ID141933,70,female,urban,free,yes,0,8,0,0,0
ID141934,66,female,rural,premium,never,5,5,112,112,112
ID141935,27,male,urban,free,yes,0,0,0,0,0
ID141936,55,male,rural,free,never,0,9,0,0,0
ID141937,24,male,rural,free,never,0,0,0,0,0
ID141938,67,male,urban,premium,yes,0,8,0,0,0
ID141939,39,male,rural,free,never,0,0,0,0,0
ID141940,58,male,urban,free,yes,0,0,0,0,0
ID141941,56,male,urban,free,never,0,9,0,0,0
ID141942,20,female,urban,free,never,0,0,0,0,116
ID141943,71,male,urban,premium,never,0,6,0,45,45
ID141944,26,male,rural,free,never,0,0,0,0,0
ID141945,51,female,urban,free,never,0,4,0,337,337
ID141946,66,male,urban,free,never,1,9,221,221,221
ID141947,63,female,rural,free,never,5,9,0,0,46
ID141948,80,male,rural,free,never,0,5,0,0,0
ID141949,52,female,urban,free,yes,0,0,0,0,156
ID141950,88,male,urban,free,never,0,5,0,0,0
ID141951,76,male,urban,free,yes,0,0,0,0,0
ID141952,20,male,rural,free,never,0,5,0,130,130
ID141953,51,male,rural,premium,never,0,8,0,0,0
ID141954,47,male,urban,free,never,0,0,0,0,144
ID141955,35,male,urban,free,never,0,0,0,0,0
ID141956,34,male,urban,premium,never,0,0,0,0,0
ID141957,25,male,rural,free,yes,9,9,0,0,0
ID141958,19,male,urban,free,yes,0,1,0,0,0
ID141959,80,male,urban,premium,always,0,3,0,0,0
ID141960,29,female,urban,free,yes,0,7,0,0,0
ID141961,66,male,urban,free,never,0,3,0,0,0
ID141962,60,female,urban,free,never,1,1,0,0,0
ID141963,18,female,urban,free,yes,0,9,0,0,0
ID141964,25,male,rural,premium,yes,6,6,0,0,0
ID141965,35,male,urban,free,never,0,0,0,0,0
ID141966,60,male,urban,free,never,0,0,0,0,0
ID141967,17,male,urban,premium,yes,3,3,0,0,0
ID141968,71,female,rural,free,never,0,4,0,0,0
ID141969,52,female,urban,free,always,1,1,0,0,0
ID141970,51,female,rural,premium,never,7,7,0,0,0
ID141971,32,male,urban,free,never,0,0,0,0,0
ID141972,35,male,urban,free,never,6,6,64,64,64
ID141973,42,male,urban,free,never,0,6,0,0,0
ID141974,21,female,rural,premium,never,0,2,0,0,0
ID141975,17,male,urban,premium,never,0,0,0,0,0
ID141976,47,female,rural,free,yes,9,9,0,0,0
ID141977,90,female,urban,free,never,0,0,0,0,89
ID141978,50,male,urban,free,never,0,0,0,0,0
ID141979,42,male,urban,free,never,0,0,0,0,0
ID141980,52,male,urban,free,never,0,3,0,16,16
ID141981,72,female,urban,free,never,0,3,0,0,0
ID141982,75,male,urban,free,never,0,2,0,0,0
ID141983,63,female,urban,free,never,0,0,0,0,0
ID141984,65,male,urban,free,yes,0,6,0,0,0
ID141985,32,male,urban,premium,yes,2,21,0,0,0
ID141986,58,female,urban,free,yes,7,7,0,0,0
ID141987,44,female,urban,free,never,0,0,0,0,0
ID141988,35,male,urban,premium,never,0,0,0,0,0
ID141989,52,female,rural,premium,yes,0,0,0,0,0
ID141990,55,male,rural,free,yes,0,12,0,0,0
ID141991,26,female,rural,free,never,0,0,0,0,0
ID141992,85,male,urban,free,always,0,0,0,0,0
ID141993,45,male,urban,free,never,0,11,0,11,11
ID141994,53,male,urban,premium,never,0,0,0,0,0
ID141995,26,male,urban,free,never,0,0,0,0,0
ID141996,51,female,urban,free,never,5,5,0,0,0
ID141997,35,male,urban,free,never,3,10,46,131,131
ID141998,81,female,rural,free,never,0,0,0,0,366
ID141999,27,male,rural,free,never,9,9,0,0,0
ID142000,19,male,rural,free,always,2,2,0,0,0
