CUSTOMER_ID,CHK_ACCT,DURATION,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
20130119,MEDIUM,12,NO,NO,NO,YES,NO,NO,1484,N/A,[1Year-4Years),2,NO,NO,YES,NO,NO,<=1Year,YES,NO,25,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130120,HIGH,12,NO,NO,NO,NO,NO,YES,609,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,<=1Year,YES,NO,26,NO,NO,YES,1,UNEMPLOYED,1,NO,NO,NO
20130121,NO_ACCOUNT,12,NO,NO,NO,NO,YES,NO,719,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,NO,41,YES,NO,YES,1,RESIDENT,2,NO,NO,NO
20130122,MEDIUM,48,NO,NO,YES,NO,NO,NO,5096,<100DM-500DM00DM,[1Year-4Years),2,NO,NO,NO,NO,NO,(2Years-3Years],NO,NO,30,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130123,LOW,36,YES,NO,NO,NO,NO,NO,1842,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,>=4Years,NO,NO,34,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130124,MEDIUM,15,NO,NO,NO,NO,NO,NO,1512,>=1000DM,[1Year-4Years),3,NO,NO,YES,NO,NO,(2Years-3Years],NO,NO,61,YES,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130125,LOW,24,YES,NO,NO,NO,NO,NO,4817,<100DM-500DM00DM,[4Years-7Years),2,NO,YES,NO,YES,NO,(2Years-3Years],NO,NO,31,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130126,LOW,12,NO,YES,NO,NO,NO,NO,3386,<100DM-500DM00DM,>=7Years,3,NO,YES,NO,NO,NO,>=4Years,NO,YES,35,NO,NO,NO,1,OFFICIAL,1,YES,NO,NO
20130127,LOW,24,NO,NO,NO,YES,NO,NO,1659,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,29,NO,YES,NO,1,RESIDENT,1,YES,NO,NO
20130128,MEDIUM,24,NO,NO,NO,YES,NO,NO,3092,100DM-500DM,<1Year,3,NO,NO,YES,NO,NO,(1Year-2Years],NO,NO,22,NO,YES,NO,1,OFFICIAL,1,YES,NO,NO
20130129,LOW,6,NO,NO,NO,NO,YES,NO,448,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,>=4Years,NO,NO,23,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130130,LOW,9,YES,NO,NO,NO,NO,NO,654,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,28,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130131,MEDIUM,18,NO,NO,NO,YES,NO,NO,1245,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,YES,NO,NO,(1Year-2Years],NO,NO,33,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130132,LOW,18,NO,NO,YES,NO,NO,NO,3114,<100DM-500DM00DM,<1Year,1,NO,NO,NO,NO,NO,>=4Years,NO,NO,26,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130133,MEDIUM,6,YES,NO,NO,NO,NO,NO,1209,<100DM-500DM00DM,UNEMPLOYED,4,NO,YES,NO,NO,NO,>=4Years,NO,NO,47,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130134,MEDIUM,27,NO,NO,NO,NO,NO,YES,8318,<100DM-500DM00DM,>=7Years,2,NO,NO,NO,NO,NO,>=4Years,NO,YES,42,NO,NO,NO,2,MANAGEMENT,1,YES,NO,NO
20130135,LOW,24,NO,NO,YES,NO,NO,NO,2996,N/A,[1Year-4Years),2,NO,NO,YES,NO,NO,>=4Years,NO,NO,20,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130136,MEDIUM,36,NO,NO,YES,NO,NO,NO,9034,100DM-500DM,<1Year,4,NO,YES,NO,YES,NO,<=1Year,NO,YES,29,NO,YES,NO,1,MANAGEMENT,1,YES,NO,NO
20130137,LOW,24,YES,NO,NO,NO,NO,NO,3123,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,<=1Year,NO,NO,27,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130138,MEDIUM,24,NO,NO,NO,YES,NO,NO,1216,100DM-500DM,<1Year,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,38,YES,NO,YES,2,OFFICIAL,2,NO,NO,NO
20130139,LOW,24,YES,NO,NO,NO,NO,NO,1207,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,>=4Years,NO,NO,24,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130140,NO_ACCOUNT,10,YES,NO,NO,NO,NO,NO,1309,N/A,[1Year-4Years),4,NO,YES,NO,NO,YES,>=4Years,NO,NO,27,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130141,MEDIUM,15,YES,NO,NO,NO,NO,NO,6850,100DM-500DM,UNEMPLOYED,1,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,34,NO,NO,YES,1,MANAGEMENT,2,YES,NO,NO
20130142,LOW,12,YES,NO,NO,NO,NO,NO,759,<100DM-500DM00DM,[4Years-7Years),4,NO,YES,NO,NO,NO,(1Year-2Years],YES,NO,26,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130143,NO_ACCOUNT,36,NO,NO,YES,NO,NO,NO,7127,<100DM-500DM00DM,<1Year,2,NO,NO,NO,NO,NO,>=4Years,NO,NO,23,NO,YES,NO,2,OFFICIAL,1,YES,NO,NO
20130144,LOW,18,NO,NO,NO,YES,NO,NO,3190,<100DM-500DM00DM,[1Year-4Years),2,NO,NO,NO,NO,NO,(1Year-2Years],YES,NO,24,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130145,LOW,48,NO,NO,YES,NO,NO,NO,7119,<100DM-500DM00DM,[1Year-4Years),3,NO,YES,NO,NO,NO,>=4Years,NO,YES,53,NO,NO,NO,2,OFFICIAL,2,NO,NO,NO
20130146,LOW,36,NO,NO,NO,YES,NO,NO,2302,<100DM-500DM00DM,[1Year-4Years),4,YES,NO,NO,NO,NO,>=4Years,NO,NO,31,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130147,MEDIUM,15,YES,NO,NO,NO,NO,NO,2631,100DM-500DM,[1Year-4Years),2,NO,NO,NO,NO,NO,>=4Years,NO,NO,28,NO,YES,NO,2,OFFICIAL,1,YES,NO,NO
20130148,HIGH,21,NO,NO,NO,NO,YES,NO,2319,<100DM-500DM00DM,<1Year,2,YES,NO,NO,NO,NO,<=1Year,NO,NO,33,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130149,LOW,48,YES,NO,NO,NO,NO,NO,7763,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,42,YES,NO,NO,1,MANAGEMENT,1,NO,NO,NO
20130150,MEDIUM,12,NO,NO,NO,YES,NO,NO,1534,<100DM-500DM00DM,<1Year,1,NO,NO,YES,NO,NO,<=1Year,YES,NO,23,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130151,LOW,30,NO,NO,YES,NO,NO,NO,6350,N/A,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,NO,31,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130152,HIGH,18,NO,NO,YES,NO,NO,NO,2864,<100DM-500DM00DM,[1Year-4Years),2,NO,YES,NO,NO,NO,<=1Year,YES,NO,34,NO,NO,YES,1,RESIDENT,2,NO,NO,NO
20130153,LOW,24,YES,NO,NO,NO,NO,NO,1333,<100DM-500DM00DM,UNEMPLOYED,4,NO,YES,NO,NO,NO,(1Year-2Years],YES,NO,43,NO,NO,NO,2,OFFICIAL,2,NO,NO,NO
20130154,LOW,12,NO,NO,NO,YES,NO,NO,626,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,>=4Years,YES,NO,24,YES,NO,YES,1,RESIDENT,1,NO,NO,NO
20130155,LOW,48,NO,NO,NO,YES,NO,NO,6999,<100DM-500DM00DM,[4Years-7Years),1,NO,NO,YES,NO,YES,<=1Year,YES,NO,34,NO,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130156,MEDIUM,12,NO,NO,NO,YES,NO,NO,1331,<100DM-500DM00DM,<1Year,2,NO,YES,NO,NO,NO,<=1Year,NO,NO,22,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130157,MEDIUM,18,YES,NO,NO,NO,NO,NO,2278,100DM-500DM,<1Year,3,NO,NO,NO,NO,NO,(2Years-3Years],NO,NO,28,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130158,NO_ACCOUNT,21,YES,NO,NO,NO,NO,NO,5003,N/A,[1Year-4Years),1,NO,NO,NO,NO,NO,>=4Years,NO,NO,29,YES,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130159,LOW,24,NO,NO,YES,NO,NO,NO,3552,<100DM-500DM00DM,[4Years-7Years),3,NO,YES,NO,NO,NO,>=4Years,NO,NO,27,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130160,MEDIUM,18,NO,NO,YES,NO,NO,NO,1928,<100DM-500DM00DM,<1Year,2,NO,YES,NO,NO,NO,(1Year-2Years],YES,NO,31,NO,NO,YES,2,RESIDENT,1,NO,NO,NO
20130161,LOW,24,NO,NO,NO,YES,NO,NO,1546,<100DM-500DM00DM,[4Years-7Years),4,NO,YES,NO,NO,YES,>=4Years,NO,NO,24,YES,YES,NO,1,RESIDENT,1,NO,NO,NO
20130162,MEDIUM,36,YES,NO,NO,NO,NO,NO,12389,N/A,[1Year-4Years),1,NO,YES,NO,NO,NO,>=4Years,NO,YES,37,NO,NO,NO,1,OFFICIAL,1,YES,NO,NO
20130163,LOW,12,YES,NO,NO,NO,NO,NO,1372,<100DM-500DM00DM,[4Years-7Years),2,YES,NO,NO,NO,NO,(2Years-3Years],NO,NO,36,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130164,LOW,48,NO,NO,NO,YES,NO,NO,6758,<100DM-500DM00DM,[1Year-4Years),3,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,31,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130165,LOW,24,NO,NO,YES,NO,NO,NO,3234,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,>=4Years,YES,NO,23,NO,YES,NO,1,RESIDENT,1,YES,NO,NO
20130166,MEDIUM,36,YES,NO,NO,NO,NO,NO,2820,<100DM-500DM00DM,<1Year,4,YES,NO,NO,NO,NO,>=4Years,NO,NO,27,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130167,MEDIUM,18,YES,NO,NO,NO,NO,NO,1056,<100DM-500DM00DM,>=7Years,3,NO,YES,NO,NO,YES,(2Years-3Years],YES,NO,30,YES,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130168,MEDIUM,36,NO,NO,NO,NO,NO,NO,2384,<100DM-500DM00DM,<1Year,4,NO,YES,NO,NO,NO,<=1Year,NO,YES,33,NO,YES,NO,1,RESIDENT,1,NO,NO,NO
20130169,LOW,18,NO,NO,YES,NO,NO,NO,2039,<100DM-500DM00DM,[1Year-4Years),1,NO,NO,NO,NO,NO,>=4Years,YES,NO,20,YES,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130170,LOW,18,NO,NO,NO,NO,NO,NO,1217,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,YES,NO,NO,(2Years-3Years],YES,NO,47,NO,NO,YES,1,RESIDENT,1,YES,NO,NO
20130171,LOW,12,NO,NO,YES,NO,NO,NO,2246,<100DM-500DM00DM,>=7Years,3,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,60,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130172,MEDIUM,24,YES,NO,NO,NO,NO,NO,2718,<100DM-500DM00DM,[1Year-4Years),3,NO,NO,NO,NO,NO,>=4Years,NO,NO,20,NO,YES,NO,1,RESIDENT,1,YES,NO,NO
20130173,LOW,24,NO,NO,NO,NO,NO,NO,1358,N/A,>=7Years,4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,40,YES,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130174,MEDIUM,6,YES,NO,NO,NO,NO,NO,931,100DM-500DM,<1Year,1,NO,NO,NO,NO,NO,<=1Year,NO,NO,32,YES,NO,YES,1,RESIDENT,1,NO,NO,NO
20130175,LOW,24,YES,NO,NO,NO,NO,NO,1442,<100DM-500DM00DM,[4Years-7Years),4,NO,NO,NO,NO,NO,>=4Years,NO,NO,23,NO,YES,NO,2,OFFICIAL,1,NO,NO,NO
20130176,MEDIUM,24,NO,NO,NO,NO,NO,YES,4241,<100DM-500DM00DM,[1Year-4Years),1,NO,YES,NO,NO,NO,>=4Years,YES,NO,36,NO,NO,YES,3,RESIDENT,1,YES,NO,NO
20130177,NO_ACCOUNT,18,YES,NO,NO,NO,NO,NO,2775,<100DM-500DM00DM,[4Years-7Years),2,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,31,YES,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130178,MEDIUM,9,NO,NO,YES,NO,NO,NO,918,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,<=1Year,NO,NO,30,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130179,MEDIUM,24,NO,NO,NO,NO,YES,NO,1837,<100DM-500DM00DM,[4Years-7Years),4,NO,NO,NO,NO,NO,>=4Years,NO,YES,34,YES,NO,NO,1,RESIDENT,1,NO,NO,NO
20130180,NO_ACCOUNT,36,NO,NO,YES,NO,NO,NO,3349,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,28,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130181,MEDIUM,36,NO,NO,NO,YES,NO,NO,2671,100DM-500DM,[1Year-4Years),4,NO,NO,NO,YES,NO,>=4Years,NO,YES,50,NO,NO,NO,1,OFFICIAL,1,NO,NO,NO
20130182,LOW,12,NO,NO,NO,NO,NO,NO,741,100DM-500DM,UNEMPLOYED,4,NO,NO,NO,NO,NO,(2Years-3Years],NO,NO,22,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130183,HIGH,10,YES,NO,NO,NO,NO,NO,1240,100DM-500DM,>=7Years,1,NO,NO,NO,NO,NO,>=4Years,NO,YES,48,NO,NO,NO,1,RESIDENT,2,NO,NO,NO
20130184,NO_ACCOUNT,18,NO,NO,YES,NO,NO,NO,1808,<100DM-500DM00DM,[4Years-7Years),4,NO,NO,NO,NO,NO,<=1Year,YES,NO,22,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130185,MEDIUM,30,NO,NO,YES,NO,NO,NO,3441,100DM-500DM,[1Year-4Years),2,NO,NO,NO,YES,NO,>=4Years,NO,NO,21,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130186,NO_ACCOUNT,18,YES,NO,NO,NO,NO,NO,1530,<100DM-500DM00DM,[1Year-4Years),3,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,32,YES,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130187,NO_ACCOUNT,48,NO,NO,NO,NO,NO,YES,3914,N/A,[1Year-4Years),4,YES,NO,NO,NO,NO,(1Year-2Years],YES,NO,38,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130188,LOW,18,NO,NO,NO,YES,NO,NO,2600,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,>=4Years,NO,YES,65,NO,NO,NO,2,OFFICIAL,1,NO,NO,NO
20130189,MEDIUM,9,YES,NO,NO,NO,NO,NO,1437,100DM-500DM,[4Years-7Years),2,NO,YES,NO,NO,NO,(2Years-3Years],NO,YES,29,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130190,LOW,18,NO,NO,YES,NO,NO,NO,1553,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,44,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130191,NO_ACCOUNT,9,NO,NO,YES,NO,NO,NO,1980,<100DM-500DM00DM,<1Year,2,NO,NO,NO,YES,NO,(1Year-2Years],NO,NO,19,NO,YES,NO,2,OFFICIAL,1,NO,NO,NO
20130192,MEDIUM,24,YES,NO,NO,NO,NO,NO,1355,<100DM-500DM00DM,<1Year,3,NO,NO,NO,NO,NO,>=4Years,NO,NO,25,NO,NO,YES,1,RESIDENT,1,YES,NO,NO
20130193,LOW,42,NO,NO,NO,YES,NO,NO,4370,<100DM-500DM00DM,[4Years-7Years),3,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,26,YES,NO,YES,2,OFFICIAL,2,YES,NO,NO
20130194,LOW,18,NO,NO,NO,NO,YES,NO,750,<100DM-500DM00DM,UNEMPLOYED,4,NO,NO,NO,NO,NO,<=1Year,YES,NO,27,NO,NO,YES,1,UNEMPLOYED,1,NO,NO,NO
20130195,NO_ACCOUNT,15,NO,NO,NO,NO,YES,NO,4623,100DM-500DM,[1Year-4Years),3,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,40,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130196,NO_ACCOUNT,36,NO,NO,NO,NO,NO,YES,7980,N/A,<1Year,4,NO,YES,NO,NO,NO,>=4Years,NO,NO,27,NO,YES,NO,2,OFFICIAL,1,YES,NO,NO
20130197,NO_ACCOUNT,12,YES,NO,NO,NO,NO,NO,1386,500DM-1000DM,[1Year-4Years),2,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,26,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130198,HIGH,24,YES,NO,NO,NO,NO,NO,947,<100DM-500DM00DM,[4Years-7Years),4,NO,YES,NO,NO,NO,(2Years-3Years],NO,YES,38,YES,NO,NO,1,OFFICIAL,2,NO,NO,NO
20130199,LOW,12,NO,NO,NO,NO,YES,NO,684,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,>=4Years,NO,NO,40,NO,YES,NO,1,RESIDENT,2,NO,NO,NO
20130200,MEDIUM,12,NO,NO,YES,NO,NO,NO,1922,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,37,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130201,LOW,24,YES,NO,NO,NO,NO,NO,2303,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,YES,NO,<=1Year,YES,NO,45,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130202,MEDIUM,36,YES,NO,NO,NO,NO,NO,8086,100DM-500DM,>=7Years,2,NO,YES,NO,NO,NO,>=4Years,NO,NO,42,NO,NO,YES,4,MANAGEMENT,1,YES,NO,NO
20130203,MEDIUM,12,YES,NO,NO,NO,NO,NO,888,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,NO,41,YES,NO,YES,1,RESIDENT,2,NO,NO,NO
20130204,LOW,12,YES,NO,NO,NO,NO,NO,900,N/A,[1Year-4Years),4,NO,NO,YES,NO,NO,(1Year-2Years],NO,NO,23,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130205,LOW,12,YES,NO,NO,NO,NO,NO,4843,<100DM-500DM00DM,>=7Years,3,NO,YES,NO,YES,NO,>=4Years,NO,NO,43,NO,YES,NO,2,OFFICIAL,1,YES,NO,NO
20130206,NO_ACCOUNT,21,NO,NO,NO,NO,NO,YES,2580,500DM-1000DM,<1Year,4,NO,YES,NO,NO,NO,(1Year-2Years],YES,NO,41,YES,NO,YES,1,RESIDENT,2,NO,NO,NO
20130207,MEDIUM,72,NO,NO,NO,YES,NO,NO,5595,100DM-500DM,[1Year-4Years),2,NO,NO,YES,NO,NO,(1Year-2Years],NO,NO,24,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130208,NO_ACCOUNT,12,NO,NO,YES,NO,NO,NO,1123,500DM-1000DM,[1Year-4Years),4,NO,NO,NO,NO,NO,>=4Years,NO,NO,29,NO,YES,NO,1,RESIDENT,1,NO,NO,NO
20130209,LOW,48,NO,YES,NO,NO,NO,NO,6331,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,46,NO,NO,NO,2,OFFICIAL,1,YES,NO,NO
20130210,MEDIUM,48,YES,NO,NO,NO,NO,NO,6560,100DM-500DM,[4Years-7Years),3,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,24,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130211,MEDIUM,12,NO,NO,YES,NO,NO,NO,2969,<100DM-500DM00DM,<1Year,4,NO,NO,NO,NO,NO,(2Years-3Years],NO,NO,25,NO,YES,NO,2,OFFICIAL,1,NO,NO,NO
20130212,LOW,6,NO,NO,NO,NO,YES,NO,1198,<100DM-500DM00DM,>=7Years,4,NO,NO,NO,NO,NO,>=4Years,NO,YES,35,NO,NO,NO,1,OFFICIAL,1,NO,NO,NO
20130213,MEDIUM,60,YES,NO,NO,NO,NO,NO,14027,<100DM-500DM00DM,[4Years-7Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,YES,27,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130214,HIGH,9,NO,NO,NO,YES,NO,NO,1337,<100DM-500DM00DM,<1Year,4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,34,NO,NO,YES,2,MANAGEMENT,1,YES,NO,NO
20130215,MEDIUM,6,NO,NO,NO,NO,YES,NO,433,>=1000DM,<1Year,4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,24,YES,YES,NO,1,OFFICIAL,2,NO,NO,NO
20130216,LOW,12,YES,NO,NO,NO,NO,NO,1228,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,(1Year-2Years],YES,NO,24,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130217,NO_ACCOUNT,27,YES,NO,NO,NO,NO,NO,2570,<100DM-500DM00DM,[1Year-4Years),3,NO,NO,NO,NO,NO,(2Years-3Years],YES,NO,21,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130218,LOW,18,NO,NO,NO,YES,NO,NO,1882,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,>=4Years,NO,NO,25,YES,YES,NO,2,OFFICIAL,1,NO,NO,NO
20130219,MEDIUM,48,NO,NO,NO,NO,NO,YES,6416,<100DM-500DM00DM,>=7Years,4,NO,NO,NO,NO,NO,(2Years-3Years],NO,YES,59,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130220,LOW,24,NO,NO,NO,YES,NO,NO,1987,<100DM-500DM00DM,[1Year-4Years),2,NO,YES,NO,NO,NO,>=4Years,YES,NO,21,NO,YES,NO,1,RESIDENT,2,NO,NO,NO
20130221,MEDIUM,24,NO,YES,NO,NO,NO,NO,11560,<100DM-500DM00DM,[1Year-4Years),1,NO,NO,NO,NO,NO,>=4Years,NO,NO,23,NO,YES,NO,2,MANAGEMENT,1,NO,NO,NO
20130222,MEDIUM,30,NO,NO,NO,NO,NO,YES,4280,100DM-500DM,[1Year-4Years),4,NO,NO,NO,NO,NO,>=4Years,NO,NO,26,NO,YES,NO,2,RESIDENT,1,NO,NO,NO
20130223,LOW,12,YES,NO,NO,NO,NO,NO,1274,<100DM-500DM00DM,<1Year,3,NO,NO,NO,NO,NO,<=1Year,YES,NO,37,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130224,LOW,18,YES,NO,NO,NO,NO,NO,976,<100DM-500DM00DM,<1Year,1,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,23,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130225,NO_ACCOUNT,12,NO,NO,NO,NO,NO,NO,1555,>=1000DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,55,NO,NO,NO,2,OFFICIAL,2,NO,NO,NO
20130226,LOW,24,YES,NO,NO,NO,NO,NO,1285,N/A,[4Years-7Years),4,NO,NO,NO,NO,NO,>=4Years,NO,YES,32,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130227,HIGH,15,NO,NO,NO,YES,NO,NO,1271,N/A,[1Year-4Years),3,NO,YES,NO,NO,NO,>=4Years,NO,YES,39,NO,NO,NO,2,OFFICIAL,1,YES,NO,NO
20130228,LOW,12,YES,NO,NO,NO,NO,NO,691,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,35,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130229,LOW,18,NO,NO,YES,NO,NO,NO,2124,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,>=4Years,YES,NO,24,NO,YES,NO,2,OFFICIAL,1,NO,NO,NO
20130230,NO_ACCOUNT,21,YES,NO,NO,NO,NO,NO,12680,N/A,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,30,NO,NO,NO,1,MANAGEMENT,1,YES,NO,NO
20130231,LOW,30,NO,NO,YES,NO,NO,NO,3108,<100DM-500DM00DM,<1Year,2,YES,NO,NO,NO,NO,>=4Years,NO,NO,31,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130232,LOW,36,NO,NO,NO,NO,YES,NO,8065,<100DM-500DM00DM,[1Year-4Years),3,NO,NO,NO,NO,NO,(1Year-2Years],NO,YES,25,NO,NO,YES,2,MANAGEMENT,1,YES,NO,NO
20130233,LOW,24,YES,NO,NO,NO,NO,NO,1371,N/A,[1Year-4Years),4,NO,NO,NO,NO,NO,>=4Years,YES,NO,25,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130234,MEDIUM,39,NO,NO,NO,YES,NO,NO,4933,<100DM-500DM00DM,[4Years-7Years),2,NO,YES,NO,NO,YES,(1Year-2Years],YES,NO,25,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130235,MEDIUM,12,YES,NO,NO,NO,NO,NO,836,100DM-500DM,<1Year,4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,23,YES,NO,YES,1,RESIDENT,1,NO,NO,NO
20130236,MEDIUM,48,NO,NO,NO,NO,YES,NO,6224,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,50,NO,NO,NO,1,OFFICIAL,1,NO,NO,NO
20130237,LOW,40,NO,NO,NO,NO,YES,NO,5998,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(2Years-3Years],NO,YES,27,YES,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130238,MEDIUM,21,NO,NO,NO,NO,NO,YES,1188,<100DM-500DM00DM,>=7Years,2,NO,NO,NO,NO,NO,>=4Years,NO,NO,39,NO,NO,YES,1,OFFICIAL,2,NO,NO,NO
20130239,LOW,18,NO,YES,NO,NO,NO,NO,7511,N/A,>=7Years,1,NO,YES,NO,NO,NO,>=4Years,NO,NO,51,NO,NO,NO,1,OFFICIAL,2,YES,NO,NO
