"Insulation";"Temperature";"Num_Occupants";"Avg_Age";"Home_Size"
10.0;69.0;6.0;27.1;6.0
5.0;43.0;7.0;18.4;6.0
3.0;72.0;2.0;71.9;3.0
7.0;54.0;7.0;35.4;8.0
9.0;55.0;3.0;61.0;1.0
10.0;85.0;8.0;52.9;8.0
7.0;57.0;2.0;19.9;4.0
2.0;40.0;3.0;28.1;3.0
10.0;72.0;6.0;44.9;7.0
5.0;60.0;6.0;65.0;8.0
5.0;83.0;2.0;62.5;2.0
2.0;69.0;3.0;61.0;5.0
10.0;63.0;6.0;23.4;1.0
8.0;77.0;5.0;18.5;2.0
7.0;38.0;1.0;35.9;2.0
10.0;62.0;5.0;41.0;2.0
10.0;78.0;7.0;57.0;2.0
6.0;55.0;4.0;28.4;2.0
4.0;40.0;8.0;73.0;2.0
3.0;40.0;3.0;17.6;7.0
7.0;87.0;1.0;16.0;1.0
7.0;78.0;2.0;68.7;1.0
6.0;72.0;3.0;31.0;6.0
10.0;77.0;2.0;37.9;1.0
5.0;43.0;1.0;69.5;3.0
8.0;61.0;3.0;47.9;2.0
2.0;49.0;8.0;68.3;7.0
9.0;40.0;1.0;18.0;6.0
5.0;55.0;9.0;21.9;1.0
10.0;58.0;7.0;19.0;1.0
6.0;47.0;8.0;40.2;4.0
3.0;50.0;6.0;25.9;3.0
3.0;77.0;1.0;24.3;6.0
8.0;73.0;5.0;32.1;4.0
6.0;55.0;1.0;58.7;2.0
6.0;38.0;2.0;47.8;5.0
4.0;48.0;4.0;33.8;6.0
8.0;63.0;7.0;48.0;6.0
3.0;81.0;2.0;53.2;6.0
2.0;60.0;3.0;26.5;6.0
3.0;63.0;9.0;61.3;3.0
4.0;74.0;7.0;20.3;4.0
4.0;39.0;7.0;29.0;3.0
6.0;42.0;8.0;29.2;3.0
5.0;63.0;2.0;54.9;4.0
2.0;38.0;6.0;33.2;1.0
7.0;69.0;1.0;34.4;6.0
4.0;67.0;10.0;52.6;2.0
2.0;90.0;3.0;44.9;6.0
2.0;61.0;6.0;72.5;2.0
5.0;81.0;6.0;49.9;6.0
6.0;78.0;6.0;51.0;3.0
8.0;44.0;5.0;19.4;5.0
3.0;89.0;10.0;34.8;2.0
3.0;46.0;3.0;42.8;1.0
10.0;88.0;6.0;40.5;1.0
2.0;69.0;2.0;22.4;3.0
4.0;40.0;9.0;70.5;1.0
7.0;48.0;8.0;66.2;8.0
3.0;46.0;10.0;30.5;8.0
4.0;44.0;7.0;70.7;8.0
5.0;42.0;8.0;25.3;1.0
3.0;41.0;2.0;71.8;6.0
2.0;44.0;10.0;53.9;4.0
6.0;74.0;4.0;49.5;7.0
10.0;80.0;8.0;58.1;6.0
7.0;53.0;7.0;44.4;8.0
4.0;81.0;2.0;49.5;1.0
7.0;83.0;5.0;56.7;7.0
4.0;42.0;4.0;51.8;3.0
8.0;84.0;8.0;15.2;8.0
9.0;75.0;4.0;16.4;2.0
9.0;54.0;8.0;16.1;4.0
2.0;51.0;1.0;67.1;1.0
3.0;42.0;7.0;39.7;5.0
10.0;51.0;6.0;59.9;1.0
5.0;73.0;1.0;61.8;4.0
5.0;84.0;7.0;56.3;4.0
10.0;61.0;9.0;37.0;4.0
10.0;59.0;2.0;33.3;2.0
4.0;90.0;7.0;38.9;6.0
2.0;54.0;5.0;66.9;5.0
9.0;54.0;7.0;71.0;6.0
8.0;60.0;3.0;33.4;1.0
8.0;53.0;1.0;30.6;3.0
9.0;58.0;10.0;70.6;2.0
4.0;41.0;6.0;16.1;6.0
2.0;69.0;8.0;69.3;3.0
2.0;54.0;2.0;61.2;7.0
6.0;69.0;1.0;70.9;7.0
9.0;50.0;1.0;45.2;8.0
7.0;90.0;6.0;32.5;7.0
6.0;46.0;1.0;58.7;2.0
3.0;85.0;1.0;56.7;6.0
3.0;86.0;5.0;44.5;5.0
9.0;70.0;9.0;63.5;5.0
2.0;87.0;4.0;54.1;5.0
4.0;84.0;6.0;39.0;4.0
7.0;49.0;3.0;72.6;1.0
7.0;56.0;7.0;24.4;2.0
3.0;41.0;10.0;58.7;4.0
10.0;82.0;3.0;29.9;5.0
9.0;68.0;10.0;25.3;7.0
8.0;42.0;1.0;58.6;1.0
4.0;45.0;1.0;47.1;5.0
9.0;80.0;7.0;29.0;2.0
5.0;82.0;3.0;30.7;7.0
7.0;60.0;7.0;44.6;7.0
8.0;54.0;1.0;34.1;1.0
7.0;61.0;7.0;22.3;5.0
6.0;40.0;9.0;56.7;5.0
8.0;65.0;6.0;63.2;7.0
8.0;62.0;5.0;63.6;5.0
3.0;77.0;8.0;60.2;4.0
8.0;45.0;10.0;19.3;6.0
6.0;89.0;4.0;32.7;4.0
4.0;46.0;8.0;58.5;3.0
5.0;39.0;2.0;58.3;7.0
3.0;64.0;9.0;47.3;5.0
8.0;68.0;4.0;33.1;5.0
9.0;81.0;1.0;38.8;3.0
4.0;55.0;1.0;56.1;4.0
2.0;61.0;2.0;69.5;6.0
10.0;46.0;9.0;58.8;1.0
2.0;89.0;5.0;62.4;3.0
6.0;73.0;4.0;64.2;3.0
7.0;81.0;8.0;25.4;2.0
9.0;40.0;3.0;71.2;4.0
6.0;89.0;9.0;54.6;1.0
7.0;73.0;5.0;15.4;3.0
6.0;42.0;9.0;21.2;8.0
8.0;54.0;3.0;60.7;4.0
7.0;66.0;10.0;15.8;8.0
10.0;66.0;1.0;21.9;6.0
9.0;78.0;2.0;66.6;7.0
2.0;87.0;4.0;40.9;8.0
4.0;69.0;9.0;62.7;7.0
10.0;68.0;1.0;66.1;1.0
4.0;51.0;1.0;36.0;7.0
8.0;80.0;9.0;53.9;1.0
7.0;86.0;4.0;65.6;4.0
8.0;61.0;2.0;32.3;8.0
2.0;59.0;10.0;31.9;6.0
8.0;78.0;7.0;50.9;3.0
8.0;50.0;1.0;21.5;3.0
9.0;53.0;4.0;69.8;2.0
6.0;88.0;4.0;34.6;3.0
7.0;47.0;2.0;54.6;4.0
6.0;43.0;4.0;72.7;7.0
6.0;47.0;4.0;71.9;3.0
7.0;45.0;10.0;59.1;1.0
7.0;85.0;5.0;43.1;8.0
4.0;83.0;5.0;35.3;3.0
3.0;88.0;8.0;15.6;6.0
4.0;38.0;1.0;68.5;3.0
2.0;83.0;10.0;15.6;3.0
3.0;50.0;4.0;25.6;1.0
6.0;62.0;5.0;19.0;6.0
8.0;54.0;1.0;65.3;3.0
5.0;62.0;9.0;35.7;2.0
5.0;51.0;10.0;72.9;3.0
10.0;43.0;6.0;32.7;1.0
4.0;53.0;7.0;44.2;5.0
10.0;54.0;10.0;20.4;2.0
7.0;57.0;1.0;23.7;7.0
5.0;57.0;1.0;17.3;3.0
7.0;62.0;10.0;49.3;3.0
6.0;54.0;8.0;50.0;6.0
3.0;76.0;3.0;15.6;1.0
4.0;70.0;5.0;20.7;3.0
9.0;60.0;10.0;40.1;2.0
9.0;73.0;7.0;24.5;7.0
10.0;71.0;4.0;56.8;6.0
7.0;70.0;1.0;41.0;7.0
5.0;75.0;4.0;46.1;7.0
10.0;70.0;4.0;20.3;6.0
6.0;45.0;4.0;21.3;4.0
6.0;67.0;10.0;68.0;8.0
3.0;62.0;9.0;42.3;3.0
2.0;68.0;4.0;31.0;1.0
2.0;49.0;4.0;46.4;2.0
3.0;82.0;6.0;57.3;2.0
9.0;75.0;4.0;53.4;1.0
3.0;59.0;1.0;32.9;7.0
10.0;53.0;7.0;15.6;7.0
6.0;74.0;2.0;61.8;8.0
4.0;62.0;1.0;55.3;5.0
3.0;42.0;5.0;72.9;3.0
10.0;54.0;1.0;59.3;8.0
9.0;88.0;3.0;69.2;2.0
7.0;89.0;3.0;35.8;6.0
5.0;60.0;2.0;38.1;8.0
8.0;85.0;7.0;71.9;8.0
7.0;50.0;6.0;51.1;8.0
9.0;82.0;9.0;18.5;2.0
6.0;48.0;4.0;15.2;6.0
3.0;69.0;10.0;21.1;4.0
4.0;85.0;1.0;69.2;7.0
10.0;50.0;6.0;34.7;4.0
6.0;41.0;6.0;45.1;6.0
3.0;59.0;4.0;36.1;3.0
3.0;57.0;5.0;21.3;2.0
8.0;89.0;4.0;53.2;3.0
3.0;66.0;4.0;54.8;2.0
5.0;60.0;9.0;46.5;6.0
10.0;74.0;8.0;57.3;5.0
8.0;58.0;6.0;71.3;3.0
2.0;63.0;8.0;46.3;6.0
6.0;59.0;7.0;21.3;3.0
8.0;82.0;1.0;27.4;6.0
10.0;59.0;5.0;26.7;5.0
9.0;58.0;5.0;26.3;1.0
8.0;45.0;1.0;57.5;3.0
6.0;56.0;1.0;49.3;7.0
7.0;86.0;1.0;20.0;6.0
4.0;53.0;3.0;53.3;6.0
8.0;50.0;2.0;50.6;3.0
3.0;71.0;2.0;23.7;4.0
7.0;38.0;3.0;70.9;8.0
7.0;89.0;7.0;19.5;7.0
7.0;87.0;4.0;64.7;5.0
2.0;61.0;2.0;47.1;2.0
4.0;40.0;10.0;52.2;7.0
3.0;65.0;9.0;68.1;2.0
4.0;55.0;7.0;52.7;2.0
3.0;79.0;7.0;18.4;3.0
9.0;69.0;8.0;41.8;4.0
2.0;80.0;5.0;21.5;5.0
2.0;47.0;2.0;29.6;4.0
9.0;65.0;6.0;59.9;2.0
9.0;76.0;10.0;26.4;4.0
6.0;52.0;8.0;69.0;8.0
9.0;86.0;7.0;39.0;3.0
8.0;38.0;9.0;59.3;3.0
8.0;59.0;2.0;21.2;2.0
3.0;53.0;4.0;49.8;7.0
7.0;60.0;5.0;37.4;7.0
3.0;90.0;10.0;50.1;8.0
7.0;54.0;6.0;30.5;3.0
3.0;83.0;4.0;52.4;2.0
10.0;72.0;10.0;47.8;1.0
8.0;68.0;9.0;66.3;5.0
7.0;90.0;1.0;48.2;7.0
4.0;50.0;7.0;67.0;3.0
9.0;48.0;3.0;63.3;2.0
3.0;44.0;9.0;24.9;8.0
4.0;48.0;1.0;36.7;8.0
10.0;57.0;7.0;22.3;7.0
9.0;74.0;10.0;37.2;8.0
2.0;64.0;9.0;31.8;8.0
6.0;47.0;3.0;55.8;3.0
2.0;83.0;1.0;60.9;6.0
9.0;47.0;1.0;70.5;7.0
8.0;51.0;9.0;46.0;6.0
8.0;61.0;10.0;60.1;3.0
3.0;40.0;6.0;41.6;7.0
2.0;80.0;10.0;45.0;8.0
2.0;72.0;1.0;54.4;6.0
7.0;66.0;8.0;30.8;6.0
3.0;43.0;4.0;32.9;1.0
4.0;90.0;10.0;22.3;6.0
10.0;42.0;3.0;20.8;3.0
9.0;87.0;10.0;22.2;7.0
7.0;89.0;2.0;55.1;7.0
8.0;50.0;4.0;65.0;3.0
7.0;41.0;4.0;50.3;2.0
7.0;64.0;6.0;16.7;8.0
6.0;46.0;9.0;32.2;3.0
6.0;81.0;6.0;32.5;2.0
9.0;67.0;2.0;61.6;5.0
10.0;65.0;4.0;58.5;1.0
8.0;54.0;8.0;28.2;6.0
8.0;40.0;7.0;29.4;8.0
4.0;68.0;4.0;42.2;3.0
8.0;79.0;5.0;67.7;2.0
4.0;71.0;3.0;58.8;7.0
3.0;87.0;3.0;65.8;4.0
3.0;55.0;7.0;43.9;1.0
8.0;78.0;2.0;49.1;2.0
9.0;86.0;8.0;71.7;6.0
6.0;57.0;1.0;59.0;5.0
6.0;85.0;10.0;56.4;7.0
3.0;88.0;6.0;64.2;2.0
3.0;44.0;4.0;17.7;5.0
6.0;52.0;9.0;31.3;8.0
7.0;40.0;3.0;44.4;6.0
6.0;79.0;2.0;70.8;6.0
2.0;49.0;4.0;63.9;6.0
9.0;50.0;3.0;71.5;1.0
9.0;61.0;3.0;36.9;7.0
3.0;77.0;6.0;58.5;5.0
2.0;68.0;10.0;23.5;1.0
5.0;42.0;2.0;72.0;1.0
8.0;81.0;1.0;56.5;5.0
7.0;83.0;3.0;24.9;3.0
10.0;84.0;10.0;24.6;2.0
10.0;67.0;10.0;39.9;7.0
6.0;58.0;8.0;37.5;3.0
6.0;39.0;1.0;18.5;1.0
5.0;63.0;4.0;69.2;6.0
4.0;63.0;2.0;54.1;6.0
2.0;71.0;4.0;62.0;4.0
5.0;67.0;4.0;25.5;5.0
7.0;88.0;7.0;59.9;8.0
6.0;82.0;1.0;63.1;4.0
3.0;55.0;4.0;67.3;1.0
8.0;61.0;1.0;67.1;7.0
9.0;66.0;7.0;42.3;4.0
5.0;73.0;4.0;28.5;6.0
4.0;67.0;3.0;71.3;7.0
5.0;63.0;7.0;38.9;2.0
5.0;67.0;4.0;46.5;7.0
9.0;84.0;8.0;69.7;8.0
2.0;73.0;6.0;26.9;6.0
3.0;39.0;9.0;69.5;8.0
9.0;71.0;1.0;31.2;5.0
5.0;88.0;6.0;42.0;1.0
8.0;88.0;4.0;69.6;3.0
7.0;38.0;10.0;32.6;2.0
7.0;63.0;10.0;25.9;4.0
4.0;47.0;9.0;73.0;8.0
6.0;74.0;10.0;40.4;3.0
8.0;42.0;2.0;55.2;5.0
9.0;40.0;7.0;58.7;7.0
8.0;45.0;4.0;63.7;8.0
6.0;38.0;8.0;56.5;1.0
9.0;49.0;4.0;33.5;5.0
2.0;60.0;6.0;39.8;3.0
3.0;53.0;9.0;62.2;8.0
3.0;65.0;8.0;15.8;2.0
7.0;57.0;8.0;39.3;3.0
10.0;66.0;3.0;39.6;2.0
10.0;63.0;10.0;16.0;5.0
9.0;76.0;10.0;52.5;3.0
10.0;43.0;10.0;70.4;5.0
2.0;57.0;8.0;62.3;6.0
8.0;43.0;10.0;56.8;4.0
9.0;90.0;3.0;24.5;6.0
10.0;66.0;2.0;20.6;4.0
3.0;62.0;4.0;53.9;1.0
4.0;48.0;9.0;23.0;3.0
2.0;64.0;1.0;47.2;6.0
7.0;83.0;4.0;71.4;2.0
6.0;54.0;3.0;40.2;1.0
5.0;66.0;10.0;30.0;8.0
7.0;65.0;3.0;37.5;1.0
2.0;59.0;6.0;46.3;5.0
10.0;84.0;7.0;39.8;8.0
9.0;49.0;2.0;73.0;1.0
3.0;81.0;2.0;62.9;3.0
6.0;43.0;4.0;39.2;7.0
2.0;38.0;8.0;46.7;5.0
6.0;70.0;8.0;22.1;7.0
2.0;64.0;8.0;60.4;6.0
3.0;65.0;3.0;62.0;3.0
4.0;82.0;4.0;62.3;2.0
5.0;80.0;4.0;45.2;7.0
5.0;50.0;7.0;71.5;8.0
7.0;75.0;8.0;31.5;7.0
5.0;89.0;5.0;20.2;1.0
2.0;38.0;8.0;62.1;7.0
9.0;52.0;4.0;53.6;2.0
5.0;38.0;4.0;23.5;6.0
5.0;89.0;9.0;52.8;4.0
9.0;87.0;10.0;55.2;3.0
4.0;78.0;10.0;39.7;4.0
10.0;62.0;2.0;19.7;6.0
4.0;45.0;3.0;51.7;3.0
4.0;62.0;2.0;47.0;3.0
3.0;42.0;5.0;17.3;6.0
3.0;70.0;10.0;36.2;3.0
9.0;42.0;10.0;17.0;3.0
2.0;48.0;9.0;72.4;5.0
10.0;88.0;4.0;47.0;4.0
4.0;67.0;9.0;46.4;8.0
3.0;78.0;8.0;61.5;1.0
2.0;55.0;4.0;43.0;1.0
10.0;79.0;7.0;16.3;5.0
6.0;72.0;6.0;42.8;6.0
7.0;38.0;3.0;22.3;8.0
5.0;64.0;10.0;69.0;4.0
3.0;89.0;5.0;51.6;3.0
9.0;65.0;10.0;67.1;8.0
10.0;45.0;7.0;19.2;4.0
5.0;58.0;3.0;52.9;8.0
2.0;57.0;4.0;29.5;3.0
4.0;79.0;3.0;43.1;2.0
8.0;44.0;3.0;29.5;8.0
7.0;38.0;10.0;62.1;3.0
5.0;41.0;10.0;67.7;1.0
8.0;51.0;9.0;72.9;2.0
5.0;54.0;6.0;70.1;3.0
2.0;69.0;3.0;16.9;6.0
6.0;62.0;3.0;46.5;8.0
3.0;53.0;7.0;15.3;5.0
5.0;69.0;2.0;22.3;4.0
5.0;62.0;4.0;24.1;2.0
8.0;55.0;6.0;16.0;5.0
7.0;90.0;9.0;69.0;3.0
10.0;84.0;1.0;22.8;7.0
7.0;80.0;7.0;21.3;4.0
10.0;74.0;8.0;72.7;5.0
8.0;58.0;6.0;45.9;3.0
10.0;83.0;1.0;26.1;1.0
9.0;40.0;4.0;20.5;5.0
5.0;76.0;2.0;61.3;2.0
3.0;85.0;5.0;65.0;8.0
2.0;81.0;7.0;55.6;6.0
7.0;83.0;8.0;32.9;3.0
3.0;43.0;5.0;59.0;3.0
8.0;43.0;10.0;21.0;4.0
8.0;62.0;10.0;31.3;8.0
10.0;42.0;2.0;43.0;4.0
9.0;67.0;7.0;20.5;3.0
5.0;80.0;4.0;57.3;8.0
4.0;52.0;3.0;65.4;4.0
8.0;66.0;1.0;46.3;2.0
8.0;74.0;1.0;44.1;2.0
10.0;88.0;1.0;61.1;3.0
9.0;89.0;3.0;30.8;6.0
8.0;39.0;5.0;19.1;5.0
10.0;57.0;2.0;38.6;6.0
3.0;72.0;8.0;39.7;5.0
2.0;44.0;5.0;21.7;5.0
6.0;49.0;2.0;32.4;3.0
9.0;44.0;5.0;55.3;5.0
4.0;55.0;4.0;20.8;4.0
4.0;52.0;5.0;53.2;4.0
3.0;59.0;4.0;36.7;7.0
5.0;74.0;10.0;42.3;5.0
3.0;43.0;6.0;47.9;2.0
3.0;58.0;4.0;48.4;3.0
2.0;41.0;3.0;53.7;6.0
5.0;47.0;8.0;42.1;6.0
5.0;68.0;10.0;28.4;8.0
6.0;79.0;2.0;71.2;5.0
9.0;44.0;8.0;16.5;3.0
5.0;89.0;1.0;55.0;5.0
9.0;65.0;10.0;25.6;2.0
6.0;52.0;8.0;48.5;4.0
2.0;42.0;1.0;35.8;2.0
6.0;75.0;5.0;67.6;1.0
4.0;49.0;7.0;24.8;3.0
4.0;81.0;1.0;61.0;8.0
3.0;69.0;3.0;67.2;1.0
2.0;77.0;9.0;50.7;7.0
2.0;45.0;6.0;48.9;1.0
6.0;54.0;1.0;71.1;7.0
6.0;81.0;1.0;59.9;3.0
9.0;42.0;6.0;63.1;4.0
4.0;59.0;2.0;60.7;6.0
10.0;38.0;8.0;56.2;5.0
6.0;68.0;10.0;68.8;8.0
9.0;50.0;9.0;53.7;7.0
4.0;67.0;6.0;31.6;6.0
10.0;64.0;10.0;70.3;8.0
6.0;54.0;1.0;58.1;2.0
7.0;73.0;8.0;23.3;8.0
5.0;62.0;8.0;67.2;7.0
10.0;48.0;6.0;50.7;4.0
4.0;63.0;4.0;70.3;4.0
6.0;82.0;6.0;62.3;6.0
5.0;80.0;8.0;43.8;7.0
4.0;65.0;3.0;41.1;1.0
7.0;75.0;7.0;31.1;5.0
4.0;54.0;1.0;35.5;4.0
10.0;70.0;3.0;22.0;1.0
9.0;40.0;9.0;49.7;3.0
10.0;78.0;2.0;55.6;1.0
4.0;68.0;7.0;16.2;4.0
7.0;39.0;5.0;32.6;7.0
4.0;42.0;8.0;45.6;6.0
4.0;63.0;8.0;31.3;6.0
8.0;62.0;1.0;30.3;3.0
7.0;79.0;7.0;68.4;3.0
3.0;46.0;4.0;37.3;3.0
5.0;89.0;10.0;44.5;4.0
8.0;63.0;9.0;15.6;3.0
2.0;61.0;9.0;62.7;3.0
4.0;38.0;7.0;38.3;5.0
9.0;82.0;8.0;40.0;7.0
2.0;54.0;5.0;67.4;6.0
5.0;42.0;7.0;64.9;6.0
8.0;84.0;2.0;64.2;8.0
6.0;59.0;8.0;35.3;2.0
7.0;80.0;7.0;57.0;5.0
8.0;66.0;4.0;20.2;2.0
5.0;53.0;8.0;44.1;8.0
4.0;57.0;4.0;24.5;8.0
7.0;53.0;4.0;61.5;2.0
9.0;87.0;5.0;63.8;7.0
6.0;81.0;9.0;59.5;2.0
9.0;90.0;10.0;26.0;5.0
2.0;57.0;5.0;27.8;4.0
10.0;52.0;6.0;39.0;2.0
4.0;79.0;8.0;29.0;6.0
2.0;50.0;7.0;60.1;4.0
3.0;76.0;10.0;28.3;8.0
2.0;64.0;2.0;46.6;8.0
7.0;60.0;4.0;65.4;2.0
7.0;43.0;7.0;35.5;6.0
8.0;46.0;9.0;40.1;7.0
5.0;72.0;8.0;31.8;5.0
6.0;67.0;3.0;62.9;3.0
5.0;64.0;6.0;44.1;8.0
5.0;41.0;5.0;41.0;3.0
2.0;78.0;2.0;41.8;3.0
8.0;54.0;1.0;34.6;1.0
7.0;38.0;2.0;15.6;1.0
2.0;76.0;6.0;23.0;3.0
10.0;86.0;1.0;19.0;8.0
6.0;43.0;9.0;45.8;7.0
9.0;70.0;5.0;65.2;7.0
7.0;69.0;1.0;26.0;1.0
2.0;58.0;6.0;16.5;2.0
8.0;55.0;1.0;57.0;6.0
9.0;85.0;2.0;63.6;1.0
4.0;45.0;1.0;68.4;2.0
8.0;48.0;7.0;23.0;5.0
6.0;83.0;5.0;36.3;7.0
2.0;57.0;9.0;30.2;6.0
5.0;75.0;6.0;27.5;7.0
8.0;46.0;6.0;65.0;1.0
8.0;82.0;2.0;66.7;7.0
4.0;86.0;8.0;59.9;4.0
9.0;45.0;3.0;23.9;8.0
3.0;79.0;10.0;64.6;8.0
5.0;50.0;2.0;47.6;8.0
10.0;41.0;7.0;18.0;5.0
6.0;55.0;9.0;30.1;4.0
4.0;80.0;3.0;30.0;6.0
6.0;71.0;4.0;43.0;4.0
9.0;72.0;2.0;41.0;6.0
7.0;58.0;1.0;28.6;5.0
10.0;73.0;8.0;51.4;2.0
2.0;78.0;5.0;41.8;8.0
9.0;54.0;8.0;38.3;2.0
2.0;86.0;5.0;53.3;5.0
4.0;40.0;4.0;42.6;4.0
4.0;49.0;6.0;64.8;7.0
2.0;46.0;4.0;36.4;7.0
4.0;74.0;1.0;43.3;7.0
10.0;48.0;1.0;57.3;6.0
6.0;80.0;9.0;21.8;6.0
10.0;78.0;9.0;55.4;2.0
3.0;70.0;8.0;29.1;7.0
5.0;47.0;10.0;18.3;5.0
3.0;81.0;2.0;16.3;4.0
7.0;53.0;1.0;20.6;4.0
5.0;42.0;4.0;47.6;1.0
4.0;59.0;2.0;47.6;4.0
4.0;39.0;9.0;28.1;4.0
5.0;63.0;4.0;39.0;4.0
9.0;68.0;1.0;46.1;2.0
4.0;61.0;7.0;68.4;5.0
10.0;82.0;2.0;65.0;1.0
10.0;87.0;9.0;27.9;8.0
5.0;69.0;3.0;60.3;6.0
2.0;57.0;4.0;15.9;1.0
8.0;49.0;4.0;47.1;7.0
2.0;48.0;9.0;20.8;7.0
8.0;64.0;2.0;52.0;6.0
9.0;81.0;10.0;23.3;6.0
10.0;53.0;2.0;49.4;5.0
9.0;39.0;4.0;47.1;7.0
2.0;54.0;2.0;27.1;5.0
6.0;62.0;5.0;38.6;5.0
9.0;82.0;9.0;43.3;2.0
8.0;85.0;2.0;16.6;3.0
6.0;64.0;8.0;20.7;7.0
2.0;73.0;3.0;56.1;8.0
10.0;67.0;6.0;43.4;7.0
7.0;39.0;3.0;21.2;5.0
10.0;47.0;8.0;31.2;4.0
2.0;40.0;9.0;69.1;2.0
9.0;38.0;9.0;23.5;8.0
6.0;40.0;10.0;72.2;6.0
8.0;79.0;9.0;34.9;3.0
8.0;52.0;7.0;17.2;2.0
6.0;65.0;6.0;20.5;8.0
10.0;65.0;5.0;49.4;2.0
3.0;46.0;6.0;28.6;8.0
3.0;79.0;3.0;28.1;1.0
7.0;54.0;9.0;41.2;4.0
10.0;57.0;7.0;56.7;3.0
10.0;72.0;1.0;21.0;6.0
2.0;46.0;6.0;60.1;3.0
3.0;74.0;4.0;20.3;8.0
9.0;70.0;3.0;47.0;4.0
9.0;69.0;5.0;66.2;8.0
9.0;62.0;7.0;65.8;7.0
8.0;54.0;4.0;64.2;6.0
7.0;60.0;10.0;56.8;3.0
10.0;90.0;2.0;59.4;1.0
7.0;50.0;2.0;62.7;8.0
10.0;90.0;3.0;50.4;4.0
10.0;80.0;9.0;31.1;3.0
10.0;55.0;8.0;69.9;2.0
3.0;67.0;2.0;62.0;4.0
2.0;48.0;7.0;72.3;4.0
9.0;86.0;7.0;58.1;7.0
7.0;50.0;2.0;63.4;8.0
4.0;77.0;2.0;41.1;6.0
4.0;57.0;7.0;19.3;1.0
8.0;58.0;8.0;20.6;1.0
3.0;60.0;10.0;34.5;7.0
10.0;57.0;10.0;24.3;2.0
9.0;74.0;4.0;63.5;3.0
5.0;76.0;6.0;63.7;7.0
8.0;53.0;1.0;53.2;8.0
5.0;66.0;2.0;60.8;3.0
8.0;47.0;10.0;65.7;7.0
8.0;67.0;3.0;53.2;8.0
3.0;55.0;3.0;28.8;2.0
7.0;87.0;7.0;72.0;8.0
2.0;38.0;10.0;64.0;3.0
6.0;84.0;7.0;56.8;5.0
9.0;64.0;10.0;35.4;6.0
10.0;84.0;3.0;66.3;3.0
7.0;87.0;2.0;52.5;1.0
6.0;48.0;9.0;22.9;4.0
8.0;46.0;9.0;72.0;4.0
9.0;70.0;8.0;29.3;4.0
6.0;61.0;2.0;42.2;4.0
9.0;79.0;9.0;22.5;8.0
6.0;86.0;8.0;57.3;3.0
9.0;39.0;5.0;61.5;5.0
3.0;88.0;5.0;46.8;3.0
8.0;71.0;2.0;72.8;7.0
4.0;52.0;8.0;21.4;7.0
2.0;88.0;1.0;58.7;1.0
6.0;90.0;1.0;55.6;6.0
8.0;44.0;8.0;61.2;7.0
6.0;50.0;10.0;17.7;8.0
2.0;73.0;1.0;31.2;2.0
10.0;44.0;9.0;47.4;7.0
6.0;87.0;7.0;58.4;6.0
4.0;44.0;6.0;46.4;8.0
9.0;48.0;6.0;24.3;8.0
5.0;47.0;4.0;66.1;8.0
9.0;77.0;6.0;56.1;1.0
6.0;52.0;1.0;16.0;4.0
8.0;78.0;5.0;71.6;8.0
2.0;69.0;6.0;40.1;4.0
2.0;56.0;5.0;18.2;6.0
5.0;81.0;1.0;28.2;4.0
7.0;49.0;1.0;49.3;7.0
2.0;41.0;2.0;69.7;2.0
7.0;49.0;5.0;66.6;8.0
7.0;83.0;6.0;21.7;8.0
9.0;73.0;5.0;56.1;6.0
4.0;60.0;8.0;58.4;4.0
7.0;60.0;7.0;26.4;3.0
3.0;88.0;8.0;15.1;2.0
5.0;42.0;5.0;61.8;8.0
6.0;53.0;6.0;57.7;2.0
4.0;54.0;7.0;66.5;3.0
2.0;53.0;7.0;48.4;3.0
8.0;47.0;4.0;16.0;4.0
7.0;67.0;6.0;17.0;4.0
9.0;67.0;2.0;15.9;7.0
3.0;69.0;4.0;22.7;8.0
5.0;56.0;1.0;65.9;7.0
3.0;72.0;9.0;43.6;1.0
7.0;47.0;1.0;41.3;7.0
2.0;83.0;1.0;23.2;7.0
7.0;81.0;5.0;52.3;7.0
2.0;50.0;4.0;48.9;2.0
10.0;44.0;1.0;71.2;3.0
5.0;69.0;7.0;53.3;4.0
8.0;54.0;1.0;38.6;4.0
4.0;54.0;8.0;21.7;1.0
9.0;40.0;3.0;46.1;2.0
9.0;56.0;1.0;28.1;7.0
7.0;58.0;5.0;32.5;7.0
3.0;89.0;2.0;18.0;4.0
3.0;61.0;10.0;48.5;2.0
3.0;58.0;9.0;21.3;8.0
10.0;38.0;3.0;51.2;6.0
6.0;73.0;2.0;54.2;5.0
6.0;73.0;4.0;30.2;1.0
3.0;60.0;8.0;66.2;6.0
4.0;54.0;9.0;47.0;1.0
4.0;59.0;9.0;28.5;8.0
7.0;66.0;9.0;29.7;3.0
8.0;83.0;3.0;22.9;8.0
10.0;56.0;9.0;37.7;7.0
4.0;54.0;8.0;60.8;8.0
10.0;44.0;4.0;46.7;4.0
4.0;70.0;3.0;40.2;1.0
8.0;73.0;8.0;41.9;3.0
4.0;49.0;5.0;60.4;2.0
4.0;41.0;5.0;66.6;4.0
9.0;82.0;1.0;45.8;7.0
2.0;70.0;6.0;19.3;7.0
5.0;65.0;2.0;52.9;3.0
9.0;69.0;4.0;69.2;4.0
7.0;88.0;10.0;46.9;6.0
