Date,^TYX,^XAU,CD,EM,^RUT,^GDAXI,^TNX,GC Trend
05/19/2003,4.25,73.99,0.7067,98.6950,418.40,2989.08,3.33,UP
05/27/2003,4.36,73.46,0.7178,98.7700,441.00,2822.83,3.35,UP
06/02/2003,4.39,77.08,0.7305,98.7400,453.94,2982.68,3.35,UP
06/09/2003,4.17,78.29,0.7250,98.7700,449.71,3127.46,3.10,UP
06/16/2003,4.46,80.65,0.7295,98.8400,449.56,3168.71,3.40,UP
06/23/2003,4.61,77.54,0.7362,98.9925,448.75,3238.98,3.58,UP
06/30/2003,4.68,79.81,0.7459,98.8900,456.35,3224.66,3.65,UP
07/07/2003,4.68,78.09,0.7316,98.8875,473.77,3239.61,3.64,UP
07/14/2003,4.91,74.88,0.7381,98.8925,464.76,3326.51,3.97,UP
07/21/2003,5.12,84.27,0.7390,98.9025,468.88,3366.71,4.18,UP
07/28/2003,5.33,80.23,0.7248,98.9050,468.08,3356.89,4.41,UP
08/04/2003,5.25,86.44,0.7101,98.8875,453.94,3438.89,4.29,UP
08/11/2003,5.40,87.58,0.7193,98.8800,471.92,3332.24,4.53,UP
08/18/2003,5.24,86.78,0.7103,98.8800,485.51,3443.93,4.46,UP
08/25/2003,5.22,91.00,0.7237,98.8750,497.42,3549.05,4.45,UP
09/02/2003,5.21,93.45,0.7184,98.8750,508.87,3484.58,4.35,UP
09/08/2003,5.18,92.34,0.7118,98.8700,509.06,3607.71,4.27,UP
09/15/2003,5.06,95.38,0.7213,98.8825,520.20,3508.06,4.16,UP
09/22/2003,4.95,89.66,0.7289,98.8800,485.29,3578.70,4.02,UP
09/29/2003,5.10,88.63,0.7325,98.8775,512.28,3324.85,4.20,UP
10/06/2003,5.17,91.06,0.7411,98.8900,519.06,3419.00,4.25,UP
10/13/2003,5.25,91.86,0.7367,98.8825,520.36,3471.25,4.39,UP
10/20/2003,5.10,97.90,0.7429,98.8700,506.43,3516.67,4.21,UP
10/27/2003,5.14,98.08,0.7550,98.8750,528.22,3452.64,4.30,UP
11/03/2003,5.26,97.39,0.7550,98.8800,542.96,3655.99,4.45,UP
11/10/2003,5.06,102.20,0.7606,98.8775,532.96,3782.56,4.23,UP
11/17/2003,5.00,104.46,0.7483,98.8800,525.93,3797.40,4.15,UP
11/24/2003,5.13,109.66,0.7613,98.8400,546.51,3642.25,4.32,UP
12/01/2003,5.05,111.33,0.7673,98.8400,539.01,3745.95,4.22,UP
12/08/2003,5.09,106.67,0.7668,98.8325,547.59,3841.73,4.24,UP
12/15/2003,4.96,102.49,0.7703,98.8300,546.88,3860.13,4.13,UP
12/22/2003,4.97,106.77,0.7656,98.8500,554.90,3898.42,4.15,UP
12/29/2003,5.18,109.48,0.7650,98.8700,560.85,3903.34,4.37,UP
01/05/2004,4.97,110.54,0.7610,98.8800,575.20,4018.50,4.09,UP
01/12/2004,4.88,98.52,0.7479,98.8800,590.41,4016.18,4.01,UP
01/20/2004,4.94,97.79,0.7703,98.9000,596.14,4111.64,4.07,UP
01/26/2004,4.97,95.58,0.7765,98.8950,580.76,4151.83,4.14,UP
02/02/2004,4.93,100.90,0.7842,98.8900,584.07,4058.60,4.09,UP
02/09/2004,4.92,102.16,0.7679,98.8900,585.14,4044.99,4.05,UP
02/17/2004,4.95,97.55,0.7537,98.9000,579.89,4057.05,4.10,UP
02/23/2004,4.86,99.80,0.7470,98.9000,585.56,4073.35,3.98,UP
03/01/2004,4.74,101.98,0.7503,98.9025,599.54,4018.16,3.83,UP
03/08/2004,4.71,98.53,0.7538,98.9025,582.84,4126.14,3.76,UP
03/15/2004,4.72,101.43,0.7485,98.9075,570.74,3915.38,3.79,UP
03/22/2004,4.77,102.54,0.7469,98.9100,572.92,3819.15,3.84,UP
03/29/2004,4.97,104.30,0.7558,98.9050,603.45,3822.33,4.14,UP
04/05/2004,5.03,101.62,0.7450,98.9100,597.88,4007.60,4.20,UP
04/12/2004,5.18,95.18,0.7488,98.9100,583.37,4013.53,4.35,UP
04/19/2004,5.25,88.12,0.7630,98.8950,590.71,4033.98,4.45,UP
04/26/2004,5.28,81.94,0.7628,98.8975,559.80,4103.62,4.50,UP
05/03/2004,5.46,78.03,0.7416,98.8725,548.56,3985.21,4.77,UP
05/10/2004,5.50,81.21,0.7344,98.8825,543.76,3895.64,4.79,UP
05/17/2004,5.46,85.82,0.7293,98.8800,545.81,3803.10,4.76,UP
05/24/2004,5.35,89.81,0.7266,98.5650,568.28,3831.84,4.66,UP
06/01/2004,5.46,87.47,0.7193,98.5650,567.75,3902.72,4.77,UP
06/07/2004,5.47,83.83,0.7183,98.5800,569.12,3961.93,4.79,UP
06/14/2004,5.38,85.99,0.7287,98.5350,570.54,4014.56,4.71,UP
06/21/2004,5.34,88.44,0.7307,98.4600,587.70,3999.79,4.64,UP
06/28/2004,5.21,87.24,0.7418,98.5050,582.72,4013.35,4.46,UP
07/06/2004,5.22,91.85,0.7274,98.5400,563.73,3998.77,4.47,UP
07/12/2004,5.12,89.66,0.7316,98.5500,555.48,3924.49,4.36,UP
07/19/2004,5.17,84.03,0.7428,98.5700,539.23,3845.93,4.43,UP
07/26/2004,5.20,86.97,0.7548,98.5625,551.29,3797.33,4.47,UP
08/02/2004,5.04,86.67,0.7575,98.4025,519.65,3895.61,4.22,UP
08/09/2004,5.01,87.84,0.7634,98.4000,517.39,3727.74,4.21,UP
08/16/2004,5.03,95.82,0.7507,98.4050,547.92,3646.99,4.23,UP
08/23/2004,5.02,94.37,0.7508,98.4000,551.67,3712.61,4.23,UP
08/30/2004,5.06,92.93,0.7591,98.2620,556.24,3851.18,4.29,UP
09/07/2004,4.97,92.75,0.7650,98.2400,569.91,3866.99,4.18,UP
09/13/2004,4.92,92.31,0.7707,98.2550,573.17,3886.03,4.13,UP
09/20/2004,4.80,96.30,0.7612,98.2300,565.97,3988.07,4.03,UP
09/27/2004,4.95,101.06,0.7692,98.1000,585.03,3910.30,4.19,UP
10/04/2004,4.90,104.26,0.7691,98.0925,575.65,3994.96,4.13,UP
10/11/2004,4.85,99.89,0.7714,98.0950,569.42,4015.54,4.05,UP
10/18/2004,4.76,102.36,0.7847,98.0900,567.78,3922.11,3.98,UP
10/25/2004,4.79,103.42,0.7853,98.0900,583.79,3935.14,4.03,UP
11/01/2004,4.91,106.86,0.7984,97.9125,604.29,3960.25,4.19,UP
11/08/2004,4.91,108.59,0.7953,97.9150,621.98,4063.58,4.20,UP
11/15/2004,4.88,109.68,0.8185,97.9075,613.44,4143.35,4.20,UP
11/22/2004,4.88,109.87,0.8182,97.8950,631.16,4134.89,4.24,UP
11/29/2004,4.94,103.85,0.8276,97.6300,642.21,4154.27,4.27,UP
12/06/2004,4.82,98.32,0.8365,97.6275,632.24,4208.87,4.16,UP
12/13/2004,4.84,98.33,0.8295,97.6100,642.08,4174.55,4.21,UP
12/20/2004,4.84,99.30,0.8492,97.6100,649.37,4182.27,4.22,UP
12/27/2004,4.82,99.35,0.8383,97.5175,651.57,4251.62,4.22,UP
01/03/2005,4.85,93.39,0.8207,97.5225,613.21,4256.08,4.28,UP
01/10/2005,4.73,93.25,0.8153,97.5200,617.48,4316.40,4.22,UP
01/18/2005,4.65,95.06,0.8064,97.5150,611.08,4232.36,4.14,UP
01/24/2005,4.61,91.58,0.8234,97.5050,613.00,4213.70,4.14,UP
01/31/2005,4.48,91.09,0.8156,97.3775,637.44,4201.81,4.07,UP
02/07/2005,4.49,94.90,0.8332,97.3950,634.76,4339.28,4.09,UP
02/14/2005,4.64,96.29,0.8101,97.3950,630.13,4387.80,4.26,UP
02/22/2005,4.64,98.88,0.8072,97.4050,637.53,4359.47,4.27,UP
02/28/2005,4.65,99.80,0.8080,97.4100,644.95,4348.64,4.31,UP
03/07/2005,4.81,101.89,0.8001,97.1775,626.84,4423.52,4.53,UP
03/14/2005,4.81,100.55,0.8088,97.1700,622.57,4360.49,4.51,UP
03/21/2005,4.84,92.97,0.8057,97.1825,615.27,4327.18,4.59,UP
03/28/2005,4.73,94.01,0.8068,97.1800,611.55,4343.60,4.45,UP
04/04/2005,4.78,92.89,0.8311,96.9625,610.75,4373.53,4.49,UP
04/11/2005,4.63,86.39,0.8314,96.9625,580.78,4400.68,4.27,UP
04/18/2005,4.58,88.39,0.8234,96.9975,589.53,4312.25,4.26,UP
04/25/2005,4.52,83.51,0.8269,97.0025,579.38,4223.04,4.20,UP
05/02/2005,4.63,85.67,0.8183,96.9050,596.52,4184.84,4.27,UP
05/09/2005,4.48,78.99,0.8060,96.9050,582.02,4311.06,4.12,UP
05/16/2005,4.44,80.73,0.8080,96.9025,609.41,4275.70,4.12,UP
05/23/2005,4.43,86.46,0.7990,96.9075,616.90,4360.68,4.07,UP
05/31/2005,4.28,88.15,0.8039,96.7625,620.30,4444.71,3.98,UP
06/06/2005,4.30,88.54,0.8018,96.7675,626.33,4510.39,4.05,UP
06/13/2005,4.36,92.91,0.7935,96.7700,644.19,4586.10,4.08,UP
06/20/2005,4.22,92.60,0.7917,96.7725,630.41,4604.57,3.91,UP
06/27/2005,4.30,93.38,0.8021,96.5720,643.04,4566.48,4.05,UP
07/05/2005,4.36,92.17,0.7955,96.5700,662.14,4617.07,4.11,UP
07/11/2005,4.41,90.09,0.8101,96.5750,663.74,4597.97,4.18,UP
07/18/2005,4.44,93.18,0.8120,96.5630,677.78,4712.90,4.22,UP
07/25/2005,4.47,90.76,0.8154,96.5650,679.75,4836.90,4.29,UP
08/01/2005,4.58,94.87,0.8156,96.4100,662.79,4886.50,4.39,UP
08/08/2005,4.44,99.96,0.8282,96.4100,660.00,4827.18,4.24,UP
08/15/2005,4.42,96.22,0.8228,96.4100,652.51,4937.33,4.21,UP
08/22/2005,4.38,93.87,0.8125,96.4175,648.64,4929.91,4.19,UP
08/29/2005,4.29,99.01,0.8247,96.1670,663.33,4783.80,4.03,UP
09/06/2005,4.40,102.60,0.8331,96.1725,678.05,4837.81,4.12,UP
09/12/2005,4.55,110.54,0.8255,96.1750,671.98,5005.93,4.26,UP
09/19/2005,4.51,109.41,0.8402,96.2550,655.46,4986.50,4.25,UP
09/26/2005,4.57,112.92,0.8431,96.2225,667.80,4882.58,4.33,UP
10/03/2005,4.57,112.86,0.8464,96.0375,644.33,5044.12,4.36,UP
10/11/2005,4.71,106.95,0.8480,96.0250,633.15,5007.77,4.49,UP
10/17/2005,4.61,104.93,0.8566,96.0050,632.73,4975.56,4.39,UP
10/24/2005,4.77,106.80,0.8555,96.0075,635.33,4838.40,4.57,UP
10/31/2005,4.85,105.83,0.8480,95.8775,658.16,4825.64,4.66,UP
11/07/2005,4.75,111.29,0.8458,95.8800,666.66,4995.24,4.56,UP
11/14/2005,4.69,115.10,0.8513,95.8700,672.22,5090.75,4.50,UP
11/21/2005,4.66,118.66,0.8557,95.8725,683.58,5123.50,4.43,UP
11/28/2005,4.72,116.23,0.8520,95.8725,690.57,5194.27,4.52,UP
12/05/2005,4.74,122.94,0.8445,95.6050,688.77,5307.99,4.54,UP
12/12/2005,4.65,122.36,0.8390,95.6200,683.09,5282.13,4.45,UP
12/19/2005,4.55,125.02,0.8526,95.6150,686.44,5353.66,4.38,UP
12/27/2005,4.55,128.03,0.8586,95.6200,673.22,5419.05,4.39,UP
01/03/2006,4.57,139.86,0.8651,95.6275,699.39,5408.26,4.38,UP
01/09/2006,4.53,141.97,0.8686,95.5075,708.44,5536.32,4.35,UP
01/17/2006,4.53,140.13,0.8562,95.5100,704.60,5483.09,4.36,UP
01/23/2006,4.68,146.79,0.8596,95.5050,732.22,5349.02,4.50,UP
01/30/2006,4.64,147.75,0.8668,95.5125,724.22,5647.42,4.53,UP
02/06/2006,4.55,138.66,0.8611,95.4275,717.13,5657.12,4.58,UP
02/13/2006,4.51,138.93,0.8554,95.4175,730.94,5701.47,4.54,UP
02/21/2006,4.51,140.51,0.8700,95.4275,736.60,5795.48,4.57,UP
02/27/2006,4.66,137.15,0.8795,95.4275,738.44,5870.79,4.68,UP
03/06/2006,4.74,126.80,0.8680,95.2675,726.34,5721.46,4.76,UP
03/13/2006,4.72,131.74,0.8680,95.2625,746.09,5804.92,4.67,UP
03/20/2006,4.70,133.40,0.8707,95.2575,753.83,5882.38,4.68,UP
03/27/2006,4.89,141.62,0.8811,95.2512,765.14,5973.14,4.85,UP
04/03/2006,5.04,145.47,0.8637,95.1150,756.13,5970.08,4.96,UP
04/10/2006,5.11,145.47,0.8675,95.1150,751.11,5952.92,5.04,UP
04/17/2006,5.10,155.32,0.8623,95.0975,772.12,5918.57,5.01,UP
04/24/2006,5.17,158.11,0.8558,95.0850,764.54,6094.75,5.07,UP
05/01/2006,5.20,161.89,0.8617,94.9325,781.83,6009.89,5.11,UP
05/08/2006,5.30,159.41,0.8753,94.9375,742.40,6113.29,5.19,UP
05/15/2006,5.14,140.04,0.8819,94.9325,722.54,5916.28,5.05,UP
05/22/2006,5.16,142.59,0.8875,94.9200,729.55,5672.28,5.05,DOWN
05/30/2006,5.09,143.64,0.9039,94.9194,737.45,5788.36,4.99,DOWN
06/05/2006,5.03,128.42,0.9098,94.7900,701.39,5687.04,4.98,DOWN
06/12/2006,5.17,128.06,0.9036,94.8175,693.07,5464.08,5.13,DOWN
06/19/2006,5.26,133.40,0.8958,94.7725,690.14,5376.01,5.23,DOWN
06/26/2006,5.19,143.57,0.9082,94.7625,724.67,5529.74,5.14,UP
07/03/2006,5.17,145.25,0.8990,94.7206,709.30,5683.31,5.13,UP
07/10/2006,5.11,145.05,0.8987,94.5725,681.24,5681.85,5.06,UP
07/17/2006,5.10,133.44,0.8954,94.6150,671.94,5422.22,5.05,UP
07/24/2006,5.07,141.62,0.8937,94.6050,700.03,5451.01,4.99,UP
07/31/2006,4.99,144.88,0.9016,94.6300,701.26,5705.42,4.90,UP
08/07/2006,5.09,142.25,0.8832,94.5650,679.04,5723.03,4.97,UP
08/14/2006,4.97,140.77,0.8821,94.5925,711.68,5628.37,4.84,DOWN
08/21/2006,4.93,146.51,0.8814,94.6250,699.24,5817.02,4.79,DOWN
08/28/2006,4.87,147.51,0.8892,94.6700,721.56,5811.47,4.73,DOWN
09/05/2006,4.92,140.82,0.8940,94.6500,708.54,5876.54,4.77,DOWN
09/11/2006,4.92,126.26,0.8913,94.6575,729.46,5795.26,4.80,DOWN
09/18/2006,4.74,125.73,0.8966,94.6625,718.63,5937.87,4.60,DOWN
09/25/2006,4.77,128.42,0.9035,94.6675,725.59,5883.32,4.63,DOWN
10/02/2006,4.84,124.21,0.9048,94.6700,739.81,6004.33,4.70,DOWN
10/09/2006,4.94,128.92,0.8924,94.6825,762.65,6085.82,4.81,DOWN
10/16/2006,4.90,128.79,0.8889,94.6775,762.13,6173.68,4.78,DOWN
10/23/2006,4.80,133.02,0.9030,94.6775,765.84,6202.82,4.68,DOWN
10/30/2006,4.81,139.35,0.8896,94.6800,752.73,6262.54,4.72,UP
11/06/2006,4.69,138.21,0.8805,94.6775,769.15,6241.15,4.59,UP
11/13/2006,4.69,133.19,0.8817,94.6800,788.47,6357.77,4.61,UP
11/20/2006,4.63,141.59,0.8901,94.6800,792.28,6412.36,4.55,UP
11/27/2006,4.54,147.68,0.8927,94.6800,781.17,6411.96,4.43,UP
12/04/2006,4.66,143.60,0.8867,94.6525,792.56,6241.13,4.55,UP
12/11/2006,4.72,142.93,0.8797,94.6500,792.71,6427.41,4.60,DOWN
12/18/2006,4.76,138.49,0.8731,94.6525,780.82,6588.83,4.62,DOWN
12/26/2006,4.82,142.25,0.8794,94.6450,787.66,6503.13,4.71,DOWN
